gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.007,0.8,0.4,-0.2
0.12,-0.1,-0.0,-0.0
0.207,0.1,-0.0,0.1
0.361,-0.1,-0.0,0.0
0.435,-0.4,0.1,0.2
0.52,-1.0,0.6,0.6
0.627,-4.4,1.0,1.8
0.766,-3.4,2.4,3.0
0.832,-2.0,3.9,1.1
0.925,-8.0,-1.2,-0.4
1.03,2.0,1.0,0.3
1.176,-2.1,-0.4,-0.2
1.261,0.5,0.3,-0.1
1.316,-0.2,-0.1,-0.1
1.397,0.0,0.0,0.1
1.605,0.1,0.0,0.0
1.723,-0.0,0.0,0.0
1.835,0.0,0.1,0.0
1.855,0.0,-0.0,0.0
1.931,-0.0,-0.0,0.0
2.03,0.0,-0.0,0.0
2.146,-0.0,-0.0,-0.0
2.238,-0.0,-0.0,0.0
2.399,-0.0,-0.0,0.0
2.495,-0.0,-0.0,0.0
2.636,0.0,-0.0,0.0
2.724,-0.0,-0.0,-0.0
2.798,0.0,0.0,0.0
2.81,-0.0,0.0,-0.0
3.031,-0.0,-0.0,-0.0
3.133,0.1,0.0,0.0
3.141,-0.0,0.1,-0.1
3.231,0.1,0.1,0.1
3.326,-0.0,-0.1,0.0
3.448,-0.0,0.0,-0.0
3.623,0.0,-0.0,-0.0
3.72,-0.1,-0.0,-0.0
3.852,0.0,0.0,-0.0
3.928,0.0,-0.0,0.0
3.939,-0.1,0.0,-0.0
4.132,-0.0,0.1,-0.1
4.219,-0.1,-0.0,-0.1
4.326,-0.1,-0.0,-0.1
4.392,-0.1,-0.0,-0.1
4.497,-0.1,-0.0,-0.1
4.634,-0.1,0.0,-0.1
4.706,-0.1,0.0,-0.1
4.824,0.0,0.0,-0.1
4.936,-0.1,-0.1,-0.1
5.023,-0.0,-0.1,-0.1
5.103,-0.1,-0.1,-0.0
5.191,-0.1,-0.1,-0.0
5.347,0.0,0.0,0.0
5.432,0.1,0.0,0.0
5.523,0.0,0.0,0.0
5.621,-0.1,0.0,0.0
5.744,0.0,0.1,0.0
5.833,-0.0,0.1,0.0
5.897,0.1,0.2,0.1
5.991,0.1,0.3,0.1
6.146,0.1,0.3,0.1
6.236,-0.2,0.3,0.1
6.302,-0.3,0.4,0.1
6.398,-0.4,0.8,0.3
6.551,-1.8,1.0,0.6
6.604,-3.4,1.2,0.8
6.731,0.4,0.6,-0.8
6.846,-1.0,0.3,0.7
6.923,-0.6,0.2,1.1
7.026,-1.2,0.4,-0.9
7.129,-0.2,-0.8,1.0
7.236,-0.2,-0.8,-0.9
7.326,2.2,-1.5,-1.4
7.427,3.2,-1.9,-0.2
7.522,-0.6,-1.7,0.8
7.656,0.8,-1.1,1.1
7.722,-0.2,-1.7,-0.2
7.806,-3.6,-5.1,-4.0
7.903,-4.9,-0.6,-1.3
8.056,-0.9,2.2,2.4
8.132,1.6,2.2,0.4
8.225,0.7,-1.0,-0.4
8.327,-0.5,-0.7,-0.5
8.438,0.5,0.2,-0.1
8.528,-0.2,0.1,-0.1
8.628,-0.4,-0.0,-0.2
8.727,0.5,0.1,0.2
8.85,-0.3,0.1,0.0
8.93,0.2,-0.0,0.0
9.03,-0.1,-0.1,-0.1
9.138,-0.1,-0.0,-0.1
9.226,0.1,0.1,0.1
9.331,-0.1,-0.0,-0.0
9.404,-0.1,-0.1,-0.1
9.504,0.0,0.0,0.0
9.704,0.0,0.0,0.0
9.795,-0.1,-0.0,-0.0
9.902,0.0,0.0,0.0
9.995,-0.1,0.0,0.0
10.124,0.0,-0.0,-0.0
10.23,0.0,0.0,0.0
10.241,0.0,0.0,0.0
10.354,-0.0,-0.0,-0.0
10.431,-0.0,-0.0,-0.0
10.524,0.0,0.0,0.0
10.628,-0.0,-0.0,-0.0
10.752,-0.0,-0.0,-0.0
10.827,0.0,0.0,0.0
10.928,-0.0,-0.0,-0.0
11.0,-0.0,0.0,0.0
11.193,0.0,-0.0,-0.0
11.323,0.0,-0.0,0.0
11.421,-0.0,0.0,-0.0
11.428,-0.0,-0.0,-0.0
11.539,0.0,0.0,0.0
11.628,0.0,0.0,-0.0
11.727,0.0,0.0,0.0
11.923,0.0,0.0,0.0
12.019,-0.0,0.0,0.0
12.13,0.0,0.0,0.0
12.231,0.0,-0.0,0.0
12.318,0.0,-0.0,-0.0
12.396,-0.0,-0.0,-0.0
12.487,0.0,0.0,0.0
12.61,0.0,0.0,-0.0
12.71,0.0,0.0,0.0
12.797,-0.0,0.0,0.0
12.894,-0.0,-0.0,-0.0
13.031,0.0,0.0,0.0
13.137,0.0,0.0,0.0
13.222,1.6,0.4,0.1
13.321,1.8,0.8,-1.0
13.433,5.1,-0.2,-2.2
13.52,2.6,-1.0,-1.8
13.619,-1.3,0.4,-2.1
13.719,0.2,0.3,0.3
13.845,0.2,0.1,0.4
13.927,-1.3,-0.9,0.3
13.994,0.2,-0.1,0.1
14.089,0.3,0.0,0.0
14.236,0.6,0.5,-0.3
14.33,0.1,0.4,1.1
14.399,0.8,0.1,0.3
14.531,0.3,0.4,0.1
14.641,-0.0,0.1,-0.4
14.727,-0.2,-0.8,-0.4
14.84,-0.6,-0.7,-0.3
14.908,-0.3,-0.1,-0.1
15.015,-0.2,-0.0,-0.0
15.142,-0.3,-0.1,0.0
15.23,-0.2,0.0,0.0
15.328,0.3,0.1,-0.0
