orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.088,-0.3,-0.1,0.2,0.9
0.105,-0.3,-0.1,0.2,0.9
0.338,-0.3,-0.1,0.2,0.9
0.366,-0.3,-0.1,0.2,0.9
0.42,-0.3,-0.1,0.1,0.9
0.518,-0.3,-0.1,-0.0,0.9
0.63,-0.4,-0.2,-0.3,0.9
0.769,-0.5,-0.2,-0.5,0.7
0.805,-0.6,-0.2,-0.6,0.5
1.009,-0.6,-0.2,-0.7,0.3
1.045,-0.6,-0.2,-0.7,0.3
1.139,-0.6,-0.2,-0.6,0.4
1.23,-0.6,-0.3,-0.6,0.5
1.323,-0.6,-0.2,-0.6,0.4
1.417,-0.6,-0.2,-0.7,0.4
1.552,-0.6,-0.2,-0.7,0.4
1.707,-0.6,-0.2,-0.7,0.4
1.803,-0.6,-0.2,-0.7,0.4
1.932,-0.6,-0.1,-0.7,0.4
2.035,-0.6,-0.1,-0.7,0.5
2.109,-0.6,-0.2,-0.6,0.5
2.233,-0.6,-0.2,-0.6,0.5
2.303,-0.6,-0.3,-0.6,0.4
2.403,-0.6,-0.3,-0.6,0.4
2.503,-0.7,-0.3,-0.6,0.3
2.629,-0.7,-0.3,-0.6,0.3
2.706,-0.7,-0.3,-0.6,0.2
2.805,-0.6,-0.3,-0.7,0.2
2.906,-0.6,-0.4,-0.6,0.3
3.082,-0.6,-0.3,-0.6,0.4
3.131,-0.6,-0.2,-0.6,0.4
3.154,-0.6,-0.1,-0.6,0.5
3.3,-0.6,-0.1,-0.6,0.6
3.432,-0.6,-0.1,-0.6,0.6
3.513,-0.6,-0.3,-0.6,0.5
3.607,-0.6,-0.4,-0.5,0.5
3.707,-0.6,-0.5,-0.6,0.4
3.833,-0.6,-0.4,-0.6,0.3
3.91,-0.6,-0.4,-0.6,0.3
4.022,-0.6,-0.4,-0.6,0.4
4.107,-0.6,-0.4,-0.6,0.4
4.237,-0.6,-0.4,-0.6,0.4
4.311,-0.6,-0.3,-0.6,0.4
4.41,-0.6,-0.3,-0.6,0.5
4.527,-0.5,-0.3,-0.6,0.5
4.621,-0.5,-0.3,-0.6,0.6
4.707,-0.5,-0.3,-0.5,0.6
4.804,-0.5,-0.4,-0.5,0.6
4.933,-0.4,-0.6,-0.4,0.6
5.016,-0.3,-0.7,-0.3,0.6
5.115,-0.3,-0.6,-0.2,0.7
5.212,-0.3,-0.6,-0.3,0.7
5.336,-0.3,-0.5,-0.4,0.8
5.41,-0.2,-0.4,-0.4,0.8
5.514,-0.1,-0.5,-0.3,0.8
5.637,-0.1,-0.6,-0.3,0.7
5.741,-0.1,-0.7,-0.2,0.7
5.803,-0.1,-0.7,-0.2,0.7
5.909,-0.1,-0.7,-0.2,0.7
6.036,-0.0,-0.6,-0.2,0.8
6.156,-0.1,-0.6,-0.3,0.8
6.207,-0.1,-0.5,-0.3,0.8
6.308,-0.1,-0.5,-0.3,0.8
6.411,-0.1,-0.5,-0.3,0.8
6.538,-0.1,-0.5,-0.3,0.8
6.612,-0.2,-0.6,-0.3,0.7
6.714,-0.2,-0.6,-0.3,0.7
6.817,-0.2,-0.7,-0.3,0.7
6.94,-0.1,-0.7,-0.2,0.7
7.013,-0.1,-0.6,-0.2,0.7
7.125,-0.1,-0.5,-0.3,0.8
7.241,-0.0,-0.5,-0.4,0.8
7.318,-0.0,-0.4,-0.4,0.8
7.426,-0.1,-0.5,-0.4,0.8
7.514,-0.0,-0.6,-0.2,0.7
7.64,0.0,-0.7,0.0,0.7
7.721,0.0,-0.7,0.0,0.8
7.818,0.0,-0.6,-0.1,0.8
7.913,0.1,-0.5,-0.1,0.8
8.04,0.2,-0.5,-0.0,0.8
8.115,0.3,-0.5,-0.0,0.8
8.214,0.3,-0.6,0.0,0.8
8.315,0.3,-0.6,0.1,0.7
8.44,0.3,-0.6,0.2,0.7
8.521,0.3,-0.6,0.2,0.7
8.62,0.4,-0.6,0.2,0.7
8.699,0.5,-0.6,0.1,0.7
8.908,0.5,-0.5,0.1,0.7
8.939,0.5,-0.5,0.1,0.7
9.029,0.4,-0.5,0.2,0.7
9.115,0.4,-0.5,0.3,0.7
9.238,0.4,-0.5,0.3,0.7
9.322,0.4,-0.6,0.2,0.7
