accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.0,-3.7,-7.5,5.0
0.003,-3.6,-7.5,5.1
0.005,-4.2,-7.5,4.9
0.007,-4.2,-7.1,5.0
0.1,-4.0,-8.0,4.6
0.102,-3.6,-7.8,4.8
0.103,-3.8,-7.8,4.7
0.105,-3.8,-7.9,4.7
0.229,-3.5,-8.2,4.5
0.231,-3.6,-7.8,4.7
0.233,-3.7,-7.7,4.7
0.234,-3.9,-7.6,4.7
0.327,-3.8,-7.7,4.8
0.328,-3.7,-7.8,4.7
0.334,-3.8,-8.0,4.7
0.336,-3.8,-7.6,4.8
0.351,-4.0,-7.6,4.7
0.429,-3.6,-7.7,4.7
0.43,-3.8,-7.8,4.6
0.432,-3.6,-7.7,4.7
0.435,-3.7,-7.7,4.8
0.525,-3.8,-7.7,4.7
0.527,-3.8,-7.7,4.7
0.533,-3.8,-7.6,4.7
0.536,-3.8,-7.8,4.7
0.629,-3.8,-7.8,4.7
0.631,-3.8,-7.6,4.8
0.632,-3.8,-7.7,4.8
0.636,-3.8,-7.7,4.8
0.732,-3.8,-7.8,4.7
0.735,-3.7,-7.6,4.7
0.745,-3.9,-7.7,4.7
0.749,-3.7,-7.7,4.7
0.827,-3.8,-7.8,4.7
0.828,-3.9,-7.7,4.6
0.833,-3.7,-7.6,4.7
0.837,-3.8,-7.9,4.6
0.925,-3.8,-7.7,4.7
0.927,-3.9,-7.6,4.7
0.928,-3.8,-7.7,4.7
0.932,-3.7,-7.7,4.7
1.024,-3.8,-7.7,4.7
1.026,-3.8,-7.7,4.7
1.027,-3.8,-7.6,4.8
1.031,-3.8,-7.8,4.7
1.11,-3.8,-7.8,4.6
1.125,-3.8,-7.8,4.6
1.127,-3.8,-7.7,4.6
1.13,-3.7,-7.7,4.7
1.223,-3.8,-7.8,4.6
1.225,-3.8,-7.7,4.6
1.227,-3.8,-7.7,4.7
1.301,-3.8,-7.7,4.7
1.303,-3.8,-7.7,4.7
1.304,-3.8,-7.7,4.7
1.309,-3.9,-7.8,4.7
1.316,-3.9,-7.7,4.7
1.423,-3.8,-7.8,4.6
1.425,-3.8,-7.7,4.6
1.426,-3.8,-7.8,4.7
1.526,-3.7,-7.8,4.6
1.541,-3.9,-7.8,4.7
1.542,-3.8,-7.9,4.6
1.544,-3.9,-7.7,4.6
1.547,-3.8,-7.7,4.6
1.631,-3.9,-7.8,4.5
1.633,-3.9,-7.8,4.6
1.634,-3.8,-7.8,4.6
1.638,-4.3,-7.6,4.7
1.724,-3.8,-7.6,4.9
1.732,-4.2,-7.4,5.0
1.738,-4.2,-7.5,4.9
1.741,-3.5,-8.0,4.5
1.828,-3.8,-8.0,4.4
1.83,-3.9,-7.5,4.6
1.832,-3.7,-7.5,4.5
1.931,-3.8,-7.8,4.3
1.932,-3.8,-7.8,4.3
1.934,-3.8,-7.7,4.4
1.936,-3.8,-7.7,4.5
2.034,-3.7,-7.8,4.5
2.036,-3.7,-7.8,4.5
2.038,-3.8,-7.8,4.6
2.04,-3.8,-7.8,4.5
2.108,-3.8,-7.9,4.6
2.11,-3.8,-7.9,4.6
2.112,-3.8,-7.9,4.6
2.113,-3.8,-7.8,4.6
2.223,-3.9,-7.9,4.6
2.225,-3.9,-7.8,4.5
2.226,-3.9,-7.8,4.6
2.228,-3.9,-7.9,4.5
2.329,-4.0,-7.8,4.5
2.331,-4.0,-7.7,4.4
2.333,-3.9,-7.7,4.4
2.334,-3.9,-7.7,4.4
2.425,-3.9,-7.8,4.4
2.426,-3.9,-7.8,4.4
2.428,-3.9,-7.8,4.4
2.43,-3.9,-7.8,4.4
2.526,-3.9,-7.8,4.4
2.528,-3.9,-7.9,4.4
2.53,-3.8,-7.8,4.4
2.531,-3.9,-7.8,4.4
2.624,-3.9,-7.9,4.5
2.626,-3.9,-7.8,4.4
2.634,-3.9,-7.8,4.4
2.644,-3.8,-7.7,4.3
2.726,-3.9,-7.6,4.3
2.728,-3.9,-7.5,4.2
2.747,-3.9,-7.3,4.3
2.749,-3.9,-7.5,4.2
2.825,-4.3,-7.6,4.1
2.827,-4.4,-7.7,4.3
2.829,-4.5,-7.9,4.1
2.831,-4.4,-8.1,4.1
2.924,-4.4,-8.1,4.3
2.931,-4.4,-8.3,4.1
2.933,-4.3,-8.3,3.9
2.935,-4.2,-8.2,3.9
3.031,-4.2,-8.0,3.9
3.033,-4.1,-8.1,3.8
3.043,-4.0,-8.2,3.9
3.044,-3.9,-8.1,3.9
3.109,-3.9,-8.0,4.0
3.114,-3.9,-8.1,4.0
3.116,-3.9,-8.2,4.1
3.118,-4.0,-8.2,4.1
3.222,-4.1,-8.2,4.1
3.224,-4.1,-8.2,4.1
3.226,-4.0,-8.2,4.0
3.325,-3.9,-8.1,4.0
3.329,-3.6,-8.1,3.8
3.33,-3.6,-8.2,3.8
3.332,-3.6,-8.1,3.9
3.334,-3.6,-8.1,3.8
3.427,-3.7,-8.1,3.7
3.438,-3.8,-8.1,3.7
3.44,-3.8,-8.4,3.5
3.443,-3.8,-8.6,3.3
3.526,-3.7,-8.4,3.4
3.527,-3.7,-8.5,3.4
3.529,-3.6,-8.5,3.3
3.531,-3.5,-8.6,3.2
3.626,-3.5,-8.6,3.1
3.631,-3.5,-8.7,3.1
3.633,-3.3,-8.6,3.2
3.634,-3.2,-8.5,3.3
3.726,-3.3,-8.4,3.3
3.73,-3.4,-8.3,3.3
3.731,-3.5,-8.3,3.2
3.734,-3.6,-8.5,3.1
3.834,-3.6,-8.4,3.1
3.836,-3.7,-8.4,3.0
3.837,-3.9,-8.3,3.0
3.839,-4.3,-8.2,3.1
3.926,-6.2,-7.2,3.1
3.927,-6.2,-6.3,3.1
3.935,-6.1,-6.2,3.0
3.936,-5.5,-6.2,2.2
4.03,-4.7,-5.2,1.5
4.036,-5.1,-5.0,1.8
4.038,-4.6,-5.4,1.5
4.04,-4.5,-6.2,1.4
4.13,-6.9,-9.5,0.2
4.131,-8.0,-11.0,-0.6
4.133,-6.9,-10.1,0.2
4.135,-5.8,-8.3,0.6
4.227,-7.8,-8.9,-0.3
4.234,-8.8,-10.1,0.9
4.235,-8.7,-10.2,-0.4
4.237,-7.5,-9.2,-1.2
4.326,-7.7,-9.6,-3.0
4.328,-9.6,-7.5,-2.8
4.329,-9.2,-7.4,-2.8
4.331,-6.9,-4.7,1.2
4.433,-6.7,-0.1,3.0
4.435,-10.9,-3.9,1.6
4.437,-14.5,-7.5,-0.4
4.438,-12.4,-4.3,-2.8
4.527,-7.5,-4.4,-4.2
4.533,-7.8,-4.2,-3.9
4.535,-9.3,-1.4,-0.9
4.547,-11.2,-0.1,-1.5
4.627,-9.0,-3.5,-2.7
4.633,-10.0,-1.9,-1.2
4.634,-10.4,-1.9,-0.9
4.636,-9.9,-2.0,-0.7
4.729,-9.7,-2.0,-1.4
4.73,-9.6,-1.1,-1.3
4.732,-10.1,-1.0,-1.6
4.734,-9.6,-1.6,-1.4
4.826,-9.9,-1.6,-1.5
4.828,-9.6,-0.8,-1.6
4.829,-9.8,-1.0,-1.0
4.831,-10.0,-1.0,-1.4
4.925,-9.9,-0.5,-1.0
4.931,-9.8,-0.3,-1.3
4.941,-10.0,-0.2,-1.4
4.942,-10.1,0.3,-1.4
5.026,-10.3,0.3,-1.6
5.027,-10.6,-0.2,-0.8
5.029,-10.8,0.6,-1.5
5.03,-10.9,1.2,-1.4
5.125,-12.5,2.2,-0.9
5.14,-12.3,2.0,-0.7
5.142,-12.1,0.5,0.4
5.224,-10.2,1.4,0.6
5.232,-9.7,1.4,-0.3
5.234,-9.5,1.8,-1.3
5.236,-10.4,3.2,-1.8
5.324,-10.5,4.6,-1.3
5.331,-10.0,5.1,-1.1
5.342,-9.4,4.4,-1.0
5.344,-9.6,3.6,-0.9
5.425,-9.5,2.9,-0.8
5.433,-9.5,1.9,-0.8
5.434,-9.6,2.1,-0.6
5.436,-9.7,2.7,-0.5
5.523,-9.4,3.1,-0.2
5.527,-9.5,2.8,-0.2
5.528,-9.2,2.6,-0.1
5.53,-9.2,2.7,0.0
5.628,-9.2,2.7,-0.1
5.632,-9.1,2.2,-0.1
5.633,-9.0,2.0,0.3
5.635,-8.9,1.8,0.6
5.724,-8.8,1.6,0.7
5.735,-8.6,1.4,0.7
5.737,-8.3,1.1,0.5
5.738,-8.1,1.0,0.3
5.824,-8.1,1.1,0.2
5.827,-8.9,0.6,0.3
5.829,-9.1,0.7,0.3
5.83,-9.3,0.9,0.4
5.924,-9.3,1.0,0.5
5.929,-9.6,0.8,0.3
5.931,-9.8,0.7,0.2
5.933,-9.8,0.8,0.4
6.024,-9.7,0.9,0.5
6.028,-9.5,0.7,0.6
