accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.226,1.2,5.6,7.9
0.351,0.9,5.7,7.8
0.536,0.8,5.7,7.4
0.84,-1.6,5.8,4.6
0.937,-6.5,-8.7,0.9
1.156,-10.5,-6.7,-0.1
1.429,-9.6,-7.3,-2.5
1.628,-10.0,-2.7,-1.1
1.85,-9.6,-1.1,-0.9
1.947,-9.6,-1.9,-0.7
2.23,-9.6,-2.1,-0.7
2.425,-9.6,-2.0,-0.2
2.625,-9.3,-1.8,-1.0
2.824,-9.6,-3.0,-1.5
3.027,-9.2,-2.3,-1.5
3.227,-14.2,-1.5,-1.2
3.427,-9.7,-0.8,-0.9
3.627,-8.6,-2.2,-0.7
3.826,-11.2,-4.2,-1.1
4.03,-9.4,-2.5,-2.1
4.237,-8.9,-1.1,-2.1
4.431,-10.5,-2.5,-0.1
4.675,-12.2,-2.6,-1.4
4.824,-6.7,-4.7,1.3
5.052,-7.5,-5.8,2.3
5.228,-4.1,-7.1,5.0
5.428,-11.4,-3.3,0.6
5.632,-7.7,-1.6,5.8
5.831,-0.9,-2.2,-5.7
6.028,36.3,-0.4,-19.6
6.204,-4.6,-2.2,6.2
6.432,-2.6,-0.8,8.3
6.629,3.0,2.4,7.6
6.829,-3.4,-3.9,3.9
7.033,-1.2,-2.8,6.0
7.229,-2.2,-4.7,8.0
7.434,-2.1,-4.8,8.1
7.633,-1.5,-4.0,9.1
7.828,-1.6,-4.4,8.7
8.045,-1.8,-4.6,8.6
8.236,-1.5,-4.4,8.7
8.45,-1.7,-4.4,8.5
8.632,-1.7,-4.5,8.6
8.846,-1.6,-4.4,8.7
9.035,-1.6,-4.5,8.6
9.25,-1.7,-4.4,8.6
9.524,-1.6,-4.4,8.6
9.726,-1.6,-4.4,8.6
9.924,-1.7,-4.5,8.6
10.124,-1.6,-4.4,8.6
10.323,-1.6,-4.5,8.6
10.524,-1.6,-4.5,8.6
10.723,-1.6,-4.4,8.6
10.923,-1.6,-4.4,8.6
11.123,-1.6,-4.5,8.7
11.325,-1.6,-4.4,8.6
11.526,-1.6,-4.5,8.6
11.725,-1.6,-4.4,8.7
11.934,-1.6,-4.5,8.6
12.126,-1.6,-4.5,8.6
12.325,-1.6,-4.5,8.7
12.525,-1.6,-4.5,8.6
12.724,-1.6,-4.5,8.6
12.926,-1.6,-4.5,8.6
13.126,-1.6,-4.4,8.7
13.333,-1.4,-4.7,8.4
13.526,3.1,-2.6,10.6
13.727,-1.0,0.5,7.9
13.927,-4.6,5.0,7.8
14.132,-0.4,2.4,8.9
14.326,1.5,5.4,10.7
14.557,-1.7,1.4,9.4
14.747,-1.4,3.6,8.8
14.935,-0.3,3.1,9.0
15.132,-0.8,1.5,9.5
15.333,-0.2,2.4,9.5
