orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.015,0.4,0.2,0.1,-0.9
0.139,0.4,0.2,0.1,-0.9
0.216,0.4,0.2,0.1,-0.9
0.352,0.4,0.2,0.2,-0.9
0.444,0.4,0.2,0.2,-0.9
0.562,0.4,0.3,0.2,-0.9
0.641,0.4,0.3,0.3,-0.8
0.764,0.4,0.3,0.3,-0.8
0.832,0.4,0.3,0.4,-0.7
0.958,0.4,0.2,0.5,-0.7
1.033,0.5,0.2,0.6,-0.7
1.154,0.4,0.3,0.5,-0.7
1.243,0.5,0.4,0.4,-0.7
1.307,0.5,0.4,0.4,-0.6
1.432,0.5,0.4,0.4,-0.6
1.568,0.5,0.4,0.5,-0.6
1.635,0.6,0.4,0.5,-0.5
1.741,0.6,0.4,0.5,-0.5
1.856,0.6,0.4,0.5,-0.5
1.933,0.6,0.5,0.5,-0.4
2.015,0.6,0.5,0.4,-0.5
2.218,0.5,0.4,0.4,-0.6
2.401,0.4,0.3,0.4,-0.7
2.421,0.4,0.2,0.5,-0.8
2.469,0.3,0.2,0.4,-0.8
2.547,0.4,0.2,0.4,-0.8
2.652,0.5,0.3,0.4,-0.7
2.72,0.5,0.4,0.5,-0.6
2.934,0.6,0.3,0.5,-0.4
2.956,0.7,0.3,0.6,-0.4
3.059,0.7,0.4,0.6,-0.3
3.138,0.7,0.4,0.6,-0.3
3.234,0.6,0.4,0.5,-0.4
3.341,0.6,0.4,0.5,-0.5
3.433,0.6,0.2,0.5,-0.6
3.632,0.5,0.1,0.5,-0.7
3.728,0.5,0.0,0.5,-0.7
3.842,0.5,0.1,0.5,-0.7
3.926,0.6,0.2,0.5,-0.6
4.022,0.7,0.2,0.6,-0.4
4.124,0.7,0.2,0.6,-0.2
4.208,0.7,0.2,0.6,-0.1
4.332,0.7,0.2,0.6,-0.1
4.428,0.7,0.1,0.7,-0.1
4.55,0.7,0.2,0.6,-0.2
4.625,0.7,0.2,0.6,-0.4
4.699,0.7,0.0,0.5,-0.4
4.791,0.7,-0.0,0.5,-0.5
4.925,0.7,-0.0,0.5,-0.5
5.018,0.7,-0.0,0.5,-0.4
5.109,0.8,-0.0,0.6,-0.3
5.212,0.8,-0.0,0.6,-0.1
5.334,0.7,0.1,0.7,0.0
5.412,0.7,0.1,0.7,0.1
5.513,0.7,0.1,0.7,0.1
5.628,0.7,0.0,0.7,-0.1
5.774,0.8,0.1,0.6,-0.2
5.829,0.8,-0.0,0.5,-0.3
5.924,0.8,-0.2,0.5,-0.3
6.024,0.8,-0.2,0.4,-0.3
6.152,0.8,-0.2,0.5,-0.3
6.226,0.8,-0.1,0.6,-0.2
6.324,0.7,-0.1,0.7,0.0
6.466,0.7,-0.0,0.7,0.2
6.541,0.7,-0.0,0.7,0.2
6.628,0.7,-0.0,0.7,0.2
6.73,0.7,-0.0,0.7,0.1
6.85,0.8,-0.1,0.6,-0.1
6.932,0.9,-0.1,0.5,-0.2
7.026,0.9,-0.2,0.4,-0.2
7.128,0.9,-0.3,0.4,-0.3
7.249,0.8,-0.3,0.4,-0.2
7.329,0.8,-0.2,0.5,-0.1
7.47,0.7,-0.2,0.6,0.2
7.537,0.7,-0.2,0.6,0.4
7.618,0.6,-0.2,0.6,0.4
7.717,0.6,-0.2,0.7,0.4
7.809,0.6,-0.3,0.7,0.4
7.938,0.7,-0.3,0.6,0.3
8.063,0.8,-0.3,0.4,0.1
8.135,0.9,-0.4,0.3,0.1
8.229,0.9,-0.4,0.2,0.1
8.329,0.9,-0.4,0.3,0.2
8.507,0.7,-0.4,0.4,0.4
8.554,0.6,-0.4,0.5,0.5
8.632,0.5,-0.5,0.4,0.6
8.746,0.3,-0.5,0.3,0.7
8.855,0.3,-0.6,0.4,0.7
8.944,0.3,-0.5,0.5,0.6
9.029,0.4,-0.6,0.3,0.6
9.106,0.6,-0.5,0.2,0.6
9.234,0.6,-0.5,0.1,0.6
9.329,0.7,-0.5,0.0,0.6
9.451,0.7,-0.5,0.0,0.6
9.522,0.5,-0.5,0.1,0.7
9.628,0.3,-0.6,0.2,0.7
9.798,0.1,-0.6,0.1,0.8
9.915,-0.0,-0.6,0.1,0.8
10.0,-0.1,-0.7,0.1,0.7
10.124,-0.1,-0.7,0.2,0.7
10.226,0.0,-0.7,0.1,0.7
10.245,0.2,-0.6,0.1,0.8
10.402,0.3,-0.5,0.0,0.8
10.44,0.4,-0.5,-0.1,0.8
10.54,0.4,-0.4,-0.1,0.8
10.644,0.4,-0.5,-0.1,0.8
10.765,0.3,-0.5,0.0,0.8
10.832,0.1,-0.6,0.1,0.8
10.961,-0.0,-0.6,0.1,0.8
11.031,-0.1,-0.7,0.1,0.7
11.129,-0.1,-0.7,0.1,0.7
11.307,-0.0,-0.7,0.1,0.7
11.423,0.0,-0.6,-0.0,0.8
11.552,0.2,-0.5,-0.0,0.8
11.571,0.3,-0.5,-0.1,0.8
11.647,0.4,-0.4,-0.2,0.8
11.822,0.4,-0.4,-0.2,0.8
11.893,0.3,-0.5,-0.0,0.8
