vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
0.6,0.18,-10.74,0.0
1.564,0.764,-9.791,0.002
1.236,2.896,-8.589,0.004
0.491,1.051,-9.553,0.005
0.818,1.618,-9.855,0.103
0.9,1.3,-9.9,0.104
1.036,1.256,-9.569,0.106
0.545,1.045,-9.636,0.108
0.655,1.035,-9.804,0.109
0.891,1.391,-9.673,0.111
0.991,1.471,-9.613,0.201
0.673,1.433,-9.698,0.204
0.755,1.415,-9.644,0.205
0.673,1.433,-9.698,0.207
0.991,1.471,-9.613,0.209
0.927,1.287,-9.762,0.306
0.755,1.415,-9.644,0.307
0.909,1.489,-9.667,0.309
0.673,1.433,-9.698,0.311
0.991,1.471,-9.613,0.322
0.909,1.489,-9.667,0.418
0.909,1.489,-9.667,0.42
0.891,1.391,-9.673,0.421
0.836,1.396,-9.589,0.423
0.891,1.391,-9.673,0.429
0.891,1.391,-9.673,0.476
0.873,1.293,-9.678,0.477
0.891,1.391,-9.673,0.479
0.891,1.391,-9.673,0.48
0.991,1.471,-9.613,0.604
1.045,1.465,-9.696,0.606
1.009,1.569,-9.607,0.608
0.455,0.555,-9.664,0.609
0.582,2.162,-9.685,0.703
0.055,1.755,-9.764,0.705
0.409,1.689,-9.767,0.706
-0.027,0.573,-10.218,0.708
0.291,1.511,-9.833,0.709
-0.291,1.729,-9.987,0.719
0.627,1.947,-9.642,0.801
0.936,2.076,-9.329,0.803
0.491,1.971,-9.613,0.808
0.409,1.689,-9.767,0.81
0.636,1.216,-9.349,0.811
0.509,1.769,-9.707,0.901
1.182,2.082,-10.245,0.903
0.964,1.784,-9.651,0.91
0.391,1.891,-9.673,0.912
1.655,0.955,-9.864,0.913
1.618,1.658,-9.575,1.009
0.955,2.775,-9.124,1.011
0.609,3.049,-9.247,1.013
0.6,1.96,-9.78,1.015
0.473,1.573,-9.718,1.016
-0.136,1.764,-9.291,1.101
-0.4,2.34,-9.62,1.107
-0.036,1.864,-9.591,1.109
0.182,3.622,-8.965,1.118
-0.245,3.315,-9.344,1.12
0.97,3.403,-9.41,1.201
1.262,3.115,-9.046,1.203
1.065,3.148,-8.945,1.204
1.008,3.377,-9.131,1.206
0.773,3.025,-9.276,1.208
0.852,3.116,-9.349,1.301
0.89,2.901,-9.303,1.304
0.597,2.967,-9.401,1.306
0.597,3.267,-9.301,1.307
0.576,3.058,-9.175,1.309
0.851,2.705,-9.316,1.391
1.107,2.666,-9.498,1.393
1.107,2.666,-9.498,1.395
1.047,2.673,-9.418,1.396
0.87,2.803,-9.31,1.398
0.773,3.025,-9.276,1.5
0.773,3.025,-9.276,1.501
0.734,2.941,-9.422,1.511
0.675,2.947,-9.342,1.518
1.44,3.502,-9.053,1.602
1.44,3.502,-9.053,1.604
1.57,3.451,-9.077,1.606
1.609,3.543,-9.064,1.611
1.681,3.504,-9.006,1.612
1.681,3.504,-9.006,1.615
1.57,3.451,-9.077,1.701
1.513,3.464,-8.996,1.703
1.44,3.502,-9.053,1.704
1.44,3.502,-9.053,1.706
1.532,3.36,-9.089,1.708
1.532,3.36,-9.089,1.801
1.57,3.451,-9.077,1.803
1.681,3.504,-9.006,1.804
1.643,3.413,-9.019,1.806
