vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
1.658,5.59,7.821,0.0
2.171,6.057,7.914,0.001
1.268,6.238,8.016,0.003
1.318,4.99,7.441,0.005
1.26,6.2,7.82,0.093
1.722,6.01,7.839,0.094
1.681,5.605,7.41,0.096
0.74,6.4,6.68,0.098
0.846,5.729,5.277,0.19
0.209,5.443,4.746,0.192
0.101,5.405,4.35,0.193
-0.147,4.767,3.973,0.195
-1.433,-0.527,4.1,0.29
-0.901,0.59,5.0,0.292
-1.448,1.925,5.4,0.298
-1.584,2.258,4.8,0.3
-2.314,-0.286,6.763,0.39
-3.378,-2.722,7.316,0.392
-4.157,-3.243,6.431,0.393
-5.096,-3.104,6.339,0.395
-1.212,-13.294,5.304,0.491
-2.433,-13.984,5.578,0.492
-2.722,-12.639,6.141,0.494
-2.963,-12.74,3.556,0.496
1.851,-13.74,-3.316,0.59
1.938,-13.471,-4.128,0.593
2.362,-13.729,-4.772,0.595
2.708,-13.946,-4.659,0.596
3.531,-12.243,-4.557,0.665
2.814,-11.631,-2.469,0.667
2.58,-11.098,-1.302,0.668
2.541,-10.994,-1.006,0.681
1.986,-10.669,-1.531,0.79
1.661,-10.296,-1.604,0.792
1.396,-9.62,-2.18,0.793
1.42,-9.302,-2.998,0.891
1.729,-9.353,-3.547,0.896
2.092,-9.739,-3.161,0.898
1.971,-10.347,-2.153,0.9
1.931,-9.943,-1.557,0.902
1.796,-9.52,-0.98,0.992
1.218,-9.812,-0.988,0.994
0.835,-9.624,-1.476,0.995
0.973,-9.337,-1.863,0.997
0.343,-9.389,-2.729,1.092
0.218,-9.274,-2.554,1.093
0.396,-9.247,-2.387,1.106
0.606,-9.579,-2.019,1.109
1.124,-9.282,-1.018,1.193
1.165,-8.876,-1.324,1.195
1.32,-8.902,-1.598,1.202
1.3,-9.0,-1.6,1.204
0.841,-8.863,-2.323,1.291
0.844,-8.953,-2.433,1.293
0.694,-9.021,-2.381,1.295
0.815,-9.184,-2.244,1.296
1.606,-9.371,-1.429,1.396
1.663,-9.486,-1.314,1.397
1.72,-9.602,-1.198,1.399
1.643,-9.484,-1.216,1.405
1.739,-9.504,-1.196,1.491
1.759,-9.506,-1.294,1.51
1.778,-9.508,-1.392,1.514
1.875,-9.427,-1.273,1.515
1.818,-9.312,-1.388,1.591
1.837,-9.214,-1.386,1.593
1.896,-9.12,-1.58,1.595
1.973,-9.237,-1.563,1.596
1.855,-9.525,-1.275,1.692
1.798,-9.51,-1.49,1.694
1.818,-9.612,-1.688,1.695
1.818,-9.612,-1.688,1.697
1.892,-9.839,-1.261,1.796
1.776,-9.818,-1.182,1.798
0.345,-9.787,-0.619,1.8
0.323,-9.894,-0.71,1.801
1.527,-9.663,-1.337,1.901
1.584,-9.678,-1.122,1.904
1.449,-9.655,-0.945,1.906
1.316,-9.322,-0.978,1.909
1.22,-9.502,-1.198,1.991
1.2,-9.6,-1.2,1.999
1.163,-9.286,-1.214,2.001
1.222,-9.092,-1.308,2.003
1.298,-9.31,-1.39,2.092
1.355,-9.425,-1.275,2.1
1.239,-9.504,-1.296,2.102
1.259,-9.506,-1.394,2.103
1.51,-9.651,-1.749,2.191
1.473,-9.537,-1.963,2.193
1.512,-9.541,-2.159,2.195
1.608,-9.761,-2.339,2.196
2.071,-10.247,-3.053,2.291
2.359,-10.306,-2.994,2.293
2.688,-9.959,-3.241,2.294
3.151,-9.845,-3.355,2.296
2.749,-10.655,-4.745,2.392
2.673,-10.437,-4.663,2.395
2.749,-10.355,-4.445,2.397
2.804,-10.48,-3.82,2.49
2.19,-9.849,-3.751,2.493
2.404,-9.58,-4.02,2.495
2.539,-9.504,-4.096,2.496
1.705,-9.783,-3.219,2.589
1.465,-9.283,-3.039,2.593
1.171,-9.396,-2.895,2.594
1.223,-9.491,-2.45,2.596
1.201,-9.381,-1.532,2.689
0.647,-9.198,-1.519,2.693
0.227,-9.482,-1.573,2.694
-0.121,-10.103,-1.521,2.696
-1.384,-10.469,-0.189,2.791
0.087,-9.727,0.833,2.795
-0.244,-9.489,1.411,2.797
-0.564,-8.229,2.111,2.798
-1.262,-6.599,3.336,2.889
-1.819,-7.15,2.982,2.893
-2.195,-7.532,2.87,2.894
-2.276,-7.862,2.748,2.896
-2.017,-8.846,0.831,2.989
-1.864,-8.955,-0.055,2.993
-1.765,-8.781,-0.059,2.994
-1.696,-8.595,-0.284,3.004
-1.04,-8.602,-1.349,3.09
-1.177,-9.516,-1.642,3.093
-0.995,-9.823,-1.588,3.094
-0.823,-9.784,-1.758,3.096
0.251,-10.212,-2.912,3.189
0.303,-11.623,-3.525,3.2
0.565,-12.127,-3.436,3.201
1.163,-11.878,-3.453,3.203
3.245,-10.85,-4.105,3.289
4.303,-9.573,-3.77,3.292
4.025,-9.348,-3.723,3.294
3.375,-10.452,-4.177,3.295
2.186,-12.462,-5.001,3.389
1.772,-12.725,-4.902,3.392
1.392,-12.972,-5.024,3.402
1.555,-13.732,-4.642,3.404
1.057,-13.216,-2.516,3.49
1.01,-10.751,-2.151,3.493
0.373,-10.937,-2.537,3.495
0.063,-11.286,-2.686,3.497
1.147,-11.827,-1.675,3.589
0.935,-11.448,-1.184,3.592
0.869,-11.408,-0.877,3.597
-1.328,-11.337,-0.478,3.599
-2.089,-11.217,0.753,3.689
-2.589,-10.717,0.453,3.693
-2.657,-10.315,0.036,3.694
-3.662,-9.802,-1.346,3.696
-4.134,-9.155,-2.53,3.79
-3.891,-8.136,-2.243,3.801
-3.504,-7.432,-2.179,3.803
