vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
-0.4,-3.915,8.877,0.0
-0.6,-3.177,6.585,0.001
0.2,-4.854,9.569,0.003
0.7,-3.946,9.731,0.005
0.3,-3.792,10.662,0.099
-2.8,-4.638,7.492,0.101
0.7,-3.746,8.731,0.106
-0.4,-3.908,8.338,0.108
-0.1,-3.369,9.646,0.201
0.1,-3.846,9.231,0.203
-0.3,-4.246,8.631,0.209
-0.2,-4.223,8.315,0.21
-0.4,-3.785,8.823,0.302
-0.3,-3.6,8.9,0.304
-0.2,-3.8,8.6,0.305
-0.3,-3.892,8.562,0.307
-0.5,-3.654,8.769,0.401
-0.5,-3.762,8.508,0.403
-0.6,-4.038,8.392,0.404
-0.6,-4.262,8.408,0.406
-0.7,-4.338,8.592,0.502
-1.0,-4.469,8.646,0.503
-0.7,-4.615,8.477,0.505
0.165,-5.148,8.37,0.51
-0.315,-4.848,8.73,0.605
-0.396,-4.038,9.392,0.606
-0.642,-3.881,9.684,0.608
-0.614,-4.457,9.229,0.61
1.274,-4.742,8.294,0.708
1.296,-4.777,8.385,0.71
1.213,-4.179,8.753,0.712
1.043,-4.26,8.874,0.722
0.978,-6.059,7.324,0.801
0.893,-6.053,7.475,0.803
0.808,-5.703,7.478,0.804
0.664,-5.166,7.374,0.806
0.832,-5.311,6.014,0.903
0.663,-4.61,6.021,0.904
0.252,-3.74,6.083,0.906
-0.201,-3.444,5.547,0.908
-0.674,-4.491,3.356,1.002
-0.953,-7.019,2.288,1.004
-1.695,-7.482,2.783,1.006
-1.911,-8.616,2.874,1.008
0.801,-9.185,-1.23,1.1
0.662,-9.272,-0.894,1.102
0.182,-9.863,-0.592,1.111
-0.149,-10.342,-0.765,1.113
1.568,-9.92,-5.324,1.202
1.072,-10.08,-5.696,1.203
0.668,-10.62,-5.624,1.208
0.424,-11.06,-5.432,1.21
-0.369,-10.824,-6.567,1.302
-0.758,-10.826,-6.94,1.303
-0.463,-10.97,-7.516,1.305
2.434,-9.465,-8.612,1.307
1.467,-6.253,-10.227,1.406
1.348,-5.975,-10.03,1.408
1.105,-5.43,-9.779,1.41
1.138,-4.996,-9.812,1.411
0.888,-3.41,-9.849,1.501
0.792,-2.973,-9.533,1.51
1.014,-2.871,-9.543,1.512
1.265,-3.212,-9.439,1.519
0.931,-3.024,-8.978,1.603
1.143,-2.914,-9.129,1.605
1.551,-2.841,-9.296,1.607
1.543,-2.914,-9.229,1.608
1.306,-2.845,-9.776,1.701
1.4,-3.2,-10.3,1.706
1.08,-3.784,-10.382,1.707
1.108,-3.727,-10.167,1.709
