accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.002,-2.1,-1.2,9.3
0.127,-2.4,-1.2,9.9
0.131,-2.6,-2.2,8.9
0.134,-1.9,-1.5,9.3
0.23,-2.4,-1.4,9.4
0.234,-2.0,-1.5,9.2
0.241,-2.3,-1.7,9.1
0.329,-2.3,-1.4,9.1
0.332,-2.2,-0.5,8.4
0.428,-2.7,-1.2,8.0
0.431,-2.8,-1.8,7.1
0.434,-2.8,-1.2,6.1
0.529,-3.9,-1.9,5.7
0.532,-5.8,-4.4,5.3
0.635,-7.3,-5.3,4.6
0.639,-7.8,-4.5,3.9
0.644,-9.0,-4.4,3.2
0.73,-9.8,-5.0,1.8
0.734,-10.5,-5.8,0.6
0.831,-10.6,-6.2,-0.2
0.834,-10.6,-5.8,-1.0
0.837,-10.5,-5.1,-0.7
0.929,-10.0,-4.3,-0.4
0.932,-10.0,-4.1,-0.7
1.026,-10.0,-3.5,-0.2
1.03,-9.3,-4.0,-0.4
1.036,-8.5,-4.3,-0.4
1.129,-8.6,-3.5,-0.3
1.146,-9.0,-3.2,-0.4
1.247,-9.0,-3.7,-0.8
1.25,-9.0,-4.0,-0.9
1.257,-9.1,-3.8,-0.6
1.329,-9.2,-3.8,-0.9
1.332,-9.3,-3.7,-0.7
1.429,-9.8,-5.5,-0.9
1.438,-10.6,-6.2,-1.0
1.441,-10.2,-5.7,-1.2
1.529,-10.1,-6.5,-1.2
1.54,-9.8,-6.3,-0.9
1.628,-9.9,-6.6,-0.3
1.632,-10.2,-6.0,-0.2
1.635,-9.5,-5.8,0.4
1.729,-7.4,-4.9,1.2
1.735,-6.6,-3.9,1.6
1.826,-7.6,-3.1,0.8
1.83,-7.4,-1.9,0.4
1.927,-8.1,-2.8,2.6
1.938,-7.5,-3.1,1.8
1.941,-6.5,-2.5,0.9
2.028,-6.2,-2.8,0.6
2.038,-6.3,-2.6,0.4
2.127,-6.9,-2.7,0.4
2.13,-7.7,-2.9,-0.1
2.138,-9.4,-3.3,-0.5
2.229,-11.1,-4.1,-1.5
2.236,-13.3,-5.1,-2.1
2.327,-15.3,-5.3,-2.3
2.35,-14.0,-4.3,-2.0
2.354,-13.9,-3.9,-0.4
2.428,-10.9,-4.6,0.1
2.435,-7.5,-4.8,0.8
2.531,-7.3,-4.9,0.2
2.534,-8.9,-4.5,-0.2
2.538,-10.6,-4.3,-1.5
2.628,-10.7,-4.5,-2.5
2.632,-11.0,-3.5,-2.4
2.726,-10.9,-2.3,-2.4
2.733,-10.4,-3.2,-2.2
2.737,-10.0,-2.4,-2.0
2.832,-9.6,-2.0,-2.0
2.835,-8.9,-2.1,-1.4
2.927,-9.3,-2.5,-1.6
2.931,-10.0,-2.6,-1.7
2.939,-11.7,-2.2,-1.4
3.028,-12.3,-2.7,-2.3
3.032,-7.1,-2.8,0.4
3.158,-6.5,-3.6,1.3
3.161,-8.3,-3.5,-1.7
3.164,-9.6,-1.2,1.3
3.228,-9.3,-0.5,3.3
3.231,-7.9,-3.2,2.7
3.327,-8.0,-2.5,1.5
3.33,-7.6,-3.3,-1.8
3.337,-8.8,-4.9,-1.5
3.428,-8.6,-4.3,-0.9
3.445,-10.0,-3.0,1.2
3.526,-10.6,-3.3,0.9
3.533,-12.1,-4.9,1.1
3.627,-13.2,-4.9,0.1
3.636,-13.7,-4.6,0.3
3.639,-11.3,-3.6,0.7
3.733,-7.5,-3.8,0.2
3.736,-7.9,-4.8,-1.0
3.826,-11.5,-4.0,-1.8
3.83,-12.7,-3.0,-2.2
3.847,-10.2,-2.4,-2.4
3.928,-9.1,-2.5,-1.6
3.931,-9.2,-2.9,-2.1
4.03,-8.4,-3.0,-2.3
4.033,-8.8,-2.7,-1.8
4.036,-7.7,-2.5,-1.8
4.165,-7.9,-2.6,-1.2
4.168,-8.9,-2.8,-1.1
4.234,-8.7,-3.0,-1.2
4.25,-8.8,-3.1,-0.4
4.256,-10.6,-3.3,-0.3
4.335,-12.0,-3.5,-0.1
4.347,-10.3,-4.0,0.2
4.428,-10.1,-5.0,0.8
4.431,-11.1,-3.9,1.0
4.528,-10.6,-1.1,1.2
4.531,-9.0,-2.9,1.3
4.534,-8.0,-2.7,1.0
4.627,-7.9,-3.4,0.5
4.638,-7.8,-3.7,-0.3
4.647,-7.6,-4.1,-0.3
4.729,-7.4,-3.2,-0.0
4.735,-8.5,-3.1,0.7
4.827,-9.6,-3.6,-0.2
4.832,-10.9,-4.3,-0.4
4.835,-11.8,-4.3,-0.3
4.934,-14.7,-4.8,-1.0
4.937,-11.4,-5.2,-1.4
5.03,-10.3,-5.7,-1.9
5.033,-11.7,-5.1,-1.8
5.039,-12.0,-2.3,-1.6
5.135,-10.6,-4.1,-1.3
5.144,-8.5,-3.8,-1.5
5.228,-8.0,-4.3,-1.5
5.232,-6.9,-3.6,-1.4
5.326,-6.0,-3.2,-0.5
5.329,-5.2,-2.9,0.0
5.333,-4.6,-2.6,0.4
5.428,-4.8,-2.8,0.2
5.431,-6.8,-3.2,-0.0
5.527,-9.0,-3.4,0.3
5.53,-9.9,-3.0,0.5
5.538,-14.7,-3.4,-0.4
5.628,-16.4,-4.2,-1.2
5.631,-13.3,-5.4,0.1
5.727,-11.0,-5.3,0.4
5.732,-11.1,-3.9,0.6
5.747,-10.9,-4.1,-1.3
5.828,-9.5,-1.8,1.2
5.835,-8.4,-2.6,1.5
5.927,-7.4,-3.3,1.0
5.936,-9.4,-2.7,1.8
5.94,-7.0,-2.7,-0.7
6.027,-7.8,-4.3,1.4
6.03,-8.7,-4.0,0.5
6.126,-10.2,-3.8,-0.1
6.134,-9.5,-3.5,-0.6
