gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.002,-0.1,0.1,0.1
0.007,0.0,0.1,0.1
0.1,-0.6,0.2,-0.0
0.106,0.2,-0.4,0.1
0.109,-0.1,0.1,0.0
0.198,-0.1,-0.1,0.0
0.201,0.0,0.0,-0.0
0.347,-0.0,0.0,-0.0
0.357,-0.0,-0.0,0.0
0.37,0.0,-0.0,0.0
0.431,-0.0,-0.0,0.0
0.434,-0.0,-0.0,0.0
0.437,-0.0,-0.0,0.0
0.527,-0.2,-0.0,0.0
0.531,-0.6,0.1,-0.1
0.627,-1.2,-0.3,-0.0
0.63,-2.7,-0.8,-0.1
0.637,-2.2,-2.2,-0.1
0.738,-4.1,-2.6,-0.8
0.769,-4.0,-3.0,-0.9
0.844,-3.0,-3.4,-1.7
0.847,-1.6,-3.0,-1.9
0.854,-1.0,-2.0,-2.0
0.895,-0.6,-1.0,-1.8
1.005,-0.1,-0.1,-1.3
1.008,0.1,1.0,-1.1
1.012,-0.3,2.2,-0.9
1.136,-1.1,3.4,-0.7
1.157,0.8,-0.3,0.5
1.235,-1.5,-2.0,0.1
1.238,0.1,0.5,0.0
1.245,0.7,-1.6,-0.1
1.339,0.7,-1.4,-0.0
1.344,0.2,-1.1,-0.1
1.351,0.1,-0.3,-0.2
1.432,-0.9,1.7,-0.5
1.436,-0.4,3.8,-0.5
1.521,0.5,0.1,-0.2
1.539,-2.0,-1.9,-0.1
1.542,0.4,0.2,0.2
1.631,0.2,-1.4,-0.1
1.635,0.6,-1.7,0.1
1.7,0.4,-1.5,0.3
1.705,0.4,-0.5,0.2
1.708,-0.3,1.4,-0.1
1.826,-0.1,3.2,-0.1
1.831,1.0,0.9,-0.4
1.948,-2.7,-2.3,-0.1
1.959,0.6,0.6,0.2
1.963,0.2,-1.3,-0.0
2.029,0.5,-1.5,0.0
2.035,0.2,-1.3,0.0
2.119,-0.2,-0.2,-0.2
2.122,-0.6,2.0,-0.4
2.125,-0.0,3.7,-0.2
2.239,2.1,-0.1,-0.0
2.252,-2.1,-0.7,-0.4
2.321,0.7,-0.9,0.5
2.328,0.6,-1.6,0.3
2.331,0.3,-1.6,0.2
2.405,-0.5,-0.7,0.1
2.409,-0.7,1.2,-0.3
2.517,1.1,3.0,-0.1
2.525,1.0,1.1,-0.2
2.645,-2.5,-2.4,0.9
2.65,0.2,0.4,0.5
2.662,0.1,-1.6,0.2
2.741,0.8,-1.3,0.1
2.745,-0.2,-0.6,-0.0
2.748,-0.6,1.0,-0.3
2.822,0.2,3.0,-0.4
2.825,0.7,2.1,-0.5
2.923,-0.8,-2.1,0.7
2.926,0.5,1.0,0.8
3.033,-0.2,-1.4,0.0
3.037,0.2,-1.2,0.0
3.058,-0.0,-1.0,-0.1
3.103,-0.4,-0.0,-0.3
3.109,-0.2,1.9,-0.4
3.218,-0.4,3.1,-0.2
3.221,2.3,-1.0,0.8
3.328,-1.1,0.1,-0.2
3.332,-0.1,-1.0,0.1
3.335,-0.1,-1.4,0.1
3.438,0.2,-1.4,0.0
3.454,0.0,-0.8,-0.1
3.458,-0.3,0.9,-0.3
3.524,-0.1,2.5,0.1
3.532,1.4,1.3,-0.5
3.624,-1.5,-1.7,0.7
3.628,-0.3,0.5,0.3
3.631,0.0,-1.5,0.1
3.734,0.4,-1.4,-0.0
3.737,0.5,-0.7,-0.2
3.809,-0.1,0.9,-0.3
3.822,-0.1,2.5,0.0
3.834,-0.2,1.4,-0.2
3.926,-1.4,-1.7,1.2
3.932,-0.7,0.4,0.3
4.025,-0.2,-1.2,-0.0
4.033,0.4,-1.2,-0.1
4.036,0.9,-0.6,-0.1
4.136,0.2,0.6,-0.1
4.139,0.3,2.2,0.0
4.226,0.0,1.5,-0.3
4.23,-1.1,-2.4,1.1
4.234,0.4,0.9,0.5
4.326,0.2,-1.3,0.0
4.329,0.4,-1.2,-0.1
4.446,0.1,-1.0,-0.1
4.449,-0.3,0.1,-0.3
4.452,-0.1,1.9,-0.3
4.515,0.1,2.1,-0.1
4.519,0.3,-1.8,1.1
4.53,-0.4,0.7,0.3
4.615,-0.1,-1.0,-0.2
4.735,0.5,-1.1,-0.2
4.739,-0.2,-1.0,-0.2
4.742,0.0,0.2,-0.2
4.827,0.3,1.9,-0.1
4.83,0.3,2.5,0.2
4.936,0.9,-1.6,1.2
4.939,-0.8,0.2,0.1
4.955,0.3,-1.3,-0.0
5.025,0.6,-1.3,-0.2
5.028,0.1,-0.9,0.0
5.127,-0.5,0.5,-0.0
5.131,-0.4,2.3,0.1
5.134,0.6,1.3,-0.1
5.197,-1.1,-1.8,1.3
5.201,-0.0,0.4,0.6
5.324,0.3,-1.1,0.2
5.327,0.5,-1.0,0.0
5.427,-0.1,-0.4,-0.1
5.43,-0.3,0.9,-0.1
5.437,0.1,2.5,-0.2
5.525,0.4,1.1,-0.6
5.536,-1.8,-1.1,-0.1
5.539,0.6,0.1,0.2
5.622,0.4,-1.2,-0.0
5.625,0.2,-1.2,-0.1
5.74,-0.3,-0.6,-0.2
5.757,0.1,0.9,-0.1
5.76,0.0,2.4,-0.0
5.823,1.3,0.0,-0.5
5.826,-2.1,-0.8,-0.2
5.895,0.2,-0.6,0.4
5.898,0.4,-1.2,0.3
5.902,-0.0,-1.0,0.1
6.019,-0.2,-0.1,-0.1
6.141,-0.2,1.4,-0.3
6.145,0.2,2.8,-0.2
6.156,1.9,-0.1,-0.3
6.226,-1.6,-0.5,-0.2
6.23,-0.1,-0.4,0.2
6.245,0.7,-1.4,0.1
6.328,0.3,-1.4,-0.1
6.332,0.1,-0.7,-0.1
6.43,-0.1,0.6,-0.2
6.44,0.0,2.2,-0.3
6.443,-0.8,2.7,-0.2
6.539,-0.7,-1.7,1.4
6.543,-0.0,1.3,0.3
6.6,0.3,-0.3,0.3
6.603,0.1,0.2,0.2
6.61,-0.4,-0.1,0.1
6.718,0.1,-0.1,0.1
6.722,0.3,-0.0,0.1
6.842,0.1,0.0,0.1
6.846,0.2,-0.0,0.1
6.849,0.1,0.0,0.1
6.927,-0.0,0.0,0.0
6.931,-0.0,-0.0,0.1
7.022,0.1,-0.0,0.1
7.029,0.2,-0.0,0.1
7.033,0.2,-0.1,0.1
7.122,0.5,-0.1,0.2
7.13,0.6,-0.0,0.2
7.228,0.5,0.1,0.2
7.232,0.3,0.0,0.1
7.253,0.3,-0.0,0.1
7.296,0.2,0.1,0.1
7.303,-0.4,-0.1,0.2
7.42,0.0,-0.1,0.3
7.423,-0.1,-0.1,0.2
7.528,0.0,-0.0,0.2
7.532,0.0,0.1,0.2
7.535,0.1,0.2,0.2
7.632,0.3,0.2,0.2
7.636,0.4,0.2,0.3
7.67,0.1,0.1,0.3
7.727,-0.0,0.2,0.3
7.733,0.3,0.1,0.3
7.828,0.2,0.1,0.2
7.832,-0.0,0.2,0.2
7.92,0.4,0.1,0.2
7.924,0.3,0.2,0.1
7.927,-0.1,0.1,0.0
8.057,0.0,0.0,0.1
8.073,-0.0,-0.1,0.1
8.125,-0.1,-0.1,0.1
8.128,0.0,-0.1,0.0
8.137,0.2,-0.1,0.0
8.222,-0.0,-0.0,-0.0
8.225,0.1,-0.0,0.0
8.319,0.0,0.0,0.0
8.326,0.1,-0.0,0.0
8.33,0.3,-0.0,0.0
8.412,0.2,-0.0,0.0
8.422,0.0,0.0,0.0
8.514,0.1,0.0,-0.0
8.52,-0.0,0.0,-0.0
8.623,0.1,0.0,-0.0
8.626,0.1,0.1,0.0
8.629,0.0,0.0,0.0
8.72,0.2,0.1,0.1
8.723,0.2,0.1,0.1
8.726,0.2,0.2,0.2
8.851,0.6,0.2,0.1
8.86,0.6,0.1,0.3
8.923,0.6,0.2,0.3
8.931,0.6,0.2,0.3
8.936,0.4,0.2,0.2
9.021,0.6,0.2,0.2
9.024,0.7,0.3,0.1
9.102,0.6,0.2,0.1
9.111,1.2,0.3,0.1
9.114,0.6,0.1,0.1
9.222,0.6,0.3,0.1
9.326,0.5,0.1,0.1
9.35,0.2,0.0,-0.1
9.359,0.1,0.3,-0.0
9.454,-0.0,0.2,0.1
9.46,0.2,0.2,-0.2
9.463,0.1,0.4,-0.0
9.534,0.1,0.2,0.1
9.538,0.2,0.2,0.2
9.623,-0.1,-0.1,0.4
9.626,-0.4,-0.8,0.0
9.632,-0.5,-0.4,-0.6
9.728,-0.1,0.1,0.1
9.731,-0.1,-0.2,-0.1
9.801,-0.1,0.0,-0.1
9.805,-0.0,-0.0,-0.0
9.808,0.0,0.0,-0.0
9.924,-0.1,0.0,-0.0
9.928,0.0,-0.0,0.0
10.03,-0.0,-0.0,-0.0
10.036,0.0,-0.0,-0.0
10.039,-0.1,0.0,-0.0
10.124,0.1,0.0,0.0
10.127,-0.0,0.1,0.0
10.221,0.0,0.1,0.0
10.224,-0.0,0.0,0.0
10.227,0.0,0.0,-0.0
10.306,-0.1,-0.0,0.0
10.318,1.2,-0.3,-0.4
