gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.002,-0.3,-0.2,0.2
0.006,-0.7,0.1,-0.2
0.129,0.5,0.1,0.1
0.132,-0.2,0.0,-0.0
0.229,0.3,0.0,-0.0
0.233,-0.0,-0.1,0.1
0.236,-0.0,-0.0,0.0
0.34,0.2,0.1,0.1
0.352,0.1,0.3,0.3
0.364,-0.0,0.0,-0.1
0.427,0.0,-0.0,-0.1
0.43,0.2,-0.0,-0.0
0.527,0.0,-0.0,-0.1
0.53,0.1,0.0,-0.0
0.533,-0.0,0.0,-0.0
0.63,-0.1,0.0,0.0
0.633,0.0,0.1,-0.0
0.739,0.0,-0.0,0.0
0.743,-0.0,-0.1,0.0
0.764,0.1,-0.0,0.0
0.829,0.1,-0.0,-0.0
0.832,0.0,-0.0,-0.0
0.924,0.1,-0.0,-0.0
0.927,0.1,-0.1,-0.0
0.93,0.1,-0.1,-0.1
1.029,0.1,-0.0,-0.1
1.032,0.1,0.0,-0.1
1.115,0.2,0.1,-0.2
1.126,-0.1,0.1,-0.4
1.136,-0.9,0.6,-0.6
1.225,-1.4,1.5,-0.8
1.332,-1.3,2.5,-1.1
1.335,-0.4,2.2,-0.8
1.338,1.7,-2.3,1.1
1.429,1.0,-0.6,0.2
1.432,0.3,-1.7,0.8
1.435,-1.4,-1.7,-0.0
1.543,-1.2,0.2,-0.5
1.554,-0.3,3.1,-1.0
1.626,2.4,2.7,-0.9
1.629,1.4,-2.1,1.1
1.637,-0.4,-0.7,0.1
1.729,1.1,-1.4,1.2
1.735,-0.7,-1.8,0.3
1.824,-1.8,0.1,-0.2
1.834,-0.6,2.7,-0.8
1.837,-0.9,3.1,-1.6
1.949,0.7,-1.3,2.3
1.953,-0.1,-1.5,0.0
2.043,0.4,-0.7,1.3
2.047,-0.2,-1.7,-0.0
2.05,-1.2,-0.0,-0.4
2.132,-0.8,2.7,-1.2
2.135,1.0,3.0,-1.4
2.23,0.7,-1.6,1.3
2.233,0.1,-1.0,-0.2
2.24,1.3,-0.8,1.1
2.345,-0.5,-2.2,0.1
2.348,-1.6,-0.3,-0.2
2.427,-0.6,2.7,-1.2
2.434,-0.5,2.9,-1.6
2.437,0.8,-1.5,1.7
2.525,0.1,-1.2,0.1
2.528,0.7,-0.8,1.3
2.638,-0.3,-1.9,0.5
2.641,-1.3,-0.5,-0.6
2.652,-0.8,2.5,-1.0
2.73,-1.4,3.5,-1.6
2.733,1.0,-1.6,1.7
2.83,0.2,-1.6,0.1
2.833,1.0,-0.6,1.3
2.837,-0.3,-2.1,0.1
2.93,-1.4,-0.1,0.2
2.934,-1.5,2.6,-1.2
3.05,-2.4,3.6,-1.9
3.053,0.9,-1.4,1.3
3.127,0.9,-1.1,0.0
3.13,1.1,-1.0,1.6
3.137,0.1,-1.9,0.6
