orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.015,0.4,0.1,0.2,0.9
0.223,0.4,0.1,0.2,0.9
0.244,0.4,0.1,0.2,0.9
0.374,0.4,0.1,0.2,0.9
0.432,0.4,0.1,0.2,0.9
0.536,0.4,0.1,0.2,0.9
0.615,0.4,0.1,0.2,0.9
0.833,0.4,0.1,0.2,0.9
0.866,0.4,-0.0,0.1,0.9
0.925,0.4,-0.2,-0.0,0.9
1.159,0.2,-0.3,-0.2,0.9
1.223,0.2,-0.4,-0.3,0.8
1.32,0.0,-0.5,-0.3,0.8
1.42,-0.1,-0.5,-0.3,0.8
1.536,-0.2,-0.6,-0.3,0.7
1.618,-0.2,-0.6,-0.3,0.7
1.721,-0.2,-0.6,-0.3,0.7
1.818,-0.1,-0.6,-0.2,0.7
1.936,-0.1,-0.6,-0.2,0.7
2.023,-0.1,-0.6,-0.3,0.7
2.119,-0.1,-0.6,-0.2,0.7
2.245,-0.1,-0.7,-0.2,0.7
2.317,-0.1,-0.7,-0.2,0.7
2.423,-0.1,-0.7,-0.2,0.7
2.514,-0.1,-0.7,-0.2,0.7
2.64,-0.1,-0.7,-0.2,0.7
2.713,-0.1,-0.7,-0.2,0.7
2.839,-0.1,-0.7,-0.2,0.7
2.935,-0.1,-0.7,-0.2,0.6
3.044,-0.0,-0.7,-0.3,0.6
3.126,-0.0,-0.7,-0.3,0.6
3.226,0.0,-0.7,-0.3,0.6
3.32,0.0,-0.7,-0.3,0.6
3.438,0.0,-0.7,-0.3,0.6
3.518,-0.0,-0.7,-0.3,0.6
3.622,-0.0,-0.7,-0.3,0.6
3.72,-0.0,-0.8,-0.3,0.6
3.855,-0.0,-0.8,-0.3,0.6
3.928,-0.1,-0.8,-0.4,0.5
4.023,-0.1,-0.8,-0.4,0.5
4.124,-0.1,-0.8,-0.4,0.5
4.249,0.0,-0.8,-0.4,0.5
4.323,0.2,-0.7,-0.4,0.6
4.423,0.2,-0.7,-0.3,0.6
4.533,0.3,-0.7,-0.3,0.6
4.654,0.3,-0.7,-0.3,0.6
4.728,0.2,-0.7,-0.3,0.6
4.84,0.1,-0.8,-0.3,0.5
4.946,0.0,-0.8,-0.4,0.5
5.028,0.0,-0.8,-0.4,0.5
5.13,0.1,-0.7,-0.3,0.6
5.231,0.2,-0.7,-0.2,0.6
5.349,0.1,-0.7,-0.3,0.6
5.426,-0.0,-0.7,-0.5,0.5
5.539,-0.1,-0.7,-0.6,0.4
5.623,-0.1,-0.7,-0.6,0.4
5.747,-0.2,-0.7,-0.6,0.4
5.836,0.1,-0.7,-0.3,0.6
5.928,0.3,-0.7,-0.1,0.6
6.022,0.4,-0.7,-0.1,0.6
6.165,0.4,-0.7,-0.1,0.6
6.236,0.3,-0.7,-0.2,0.6
6.336,0.3,-0.7,-0.2,0.6
6.433,0.3,-0.7,-0.2,0.6
6.563,0.2,-0.7,-0.2,0.6
6.633,0.3,-0.7,-0.3,0.6
6.738,0.4,-0.6,-0.3,0.6
6.835,0.5,-0.5,-0.1,0.7
6.956,0.5,-0.5,-0.1,0.7
7.034,0.4,-0.7,-0.2,0.6
7.149,0.3,-0.7,-0.2,0.6
7.247,0.2,-0.7,-0.3,0.6
7.329,0.2,-0.7,-0.3,0.6
7.442,0.2,-0.8,-0.3,0.6
7.531,0.2,-0.8,-0.3,0.6
7.657,0.1,-0.8,-0.3,0.6
