orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.0,0.7,0.1,-0.1,-0.7
0.002,0.7,0.1,-0.1,-0.7
0.005,0.7,0.1,-0.1,-0.7
0.012,0.7,0.1,-0.1,-0.7
0.015,0.7,0.1,-0.1,-0.7
0.122,0.7,0.1,-0.1,-0.7
0.125,0.7,0.1,-0.1,-0.7
0.127,0.7,0.1,-0.1,-0.7
0.23,0.7,0.1,-0.1,-0.7
0.233,0.7,0.1,-0.1,-0.7
0.239,0.7,0.1,-0.1,-0.7
0.242,0.7,0.1,-0.1,-0.7
0.244,0.7,0.1,-0.1,-0.7
0.251,0.7,0.1,-0.1,-0.7
0.351,0.7,0.1,-0.1,-0.7
0.354,0.7,0.1,-0.1,-0.7
0.372,0.7,0.1,-0.1,-0.7
0.374,0.7,0.1,-0.1,-0.7
0.377,0.7,0.1,-0.1,-0.7
0.425,0.7,0.1,-0.1,-0.7
0.431,0.7,0.1,-0.1,-0.7
0.433,0.7,0.1,-0.1,-0.7
0.436,0.7,0.1,-0.1,-0.7
0.438,0.7,0.1,-0.1,-0.7
0.531,0.7,0.1,-0.1,-0.7
0.534,0.7,0.1,-0.1,-0.7
0.536,0.7,0.1,-0.1,-0.7
0.539,0.7,0.1,-0.1,-0.7
0.546,0.7,0.1,-0.1,-0.7
0.627,0.7,0.0,-0.1,-0.7
0.634,0.8,0.0,-0.1,-0.6
0.636,0.8,0.0,-0.1,-0.6
0.646,0.8,-0.0,-0.1,-0.6
0.649,0.8,-0.0,-0.1,-0.6
0.765,0.8,-0.1,-0.1,-0.6
0.767,0.8,-0.1,-0.0,-0.6
0.77,0.8,-0.1,-0.0,-0.6
0.773,0.8,-0.1,-0.0,-0.5
0.779,0.8,-0.2,-0.0,-0.5
0.828,0.8,-0.2,0.0,-0.5
0.833,0.8,-0.2,0.0,-0.5
0.836,0.9,-0.3,0.0,-0.5
0.838,0.9,-0.3,0.1,-0.4
0.841,0.8,-0.3,0.1,-0.4
0.922,0.8,-0.3,0.1,-0.4
0.925,0.9,-0.3,0.1,-0.4
0.932,0.9,-0.3,0.1,-0.4
0.934,0.9,-0.3,0.1,-0.4
0.943,0.9,-0.3,0.1,-0.4
1.027,0.9,-0.3,0.0,-0.4
1.029,0.9,-0.3,0.0,-0.3
1.038,0.9,-0.3,0.0,-0.3
1.045,0.9,-0.3,0.0,-0.3
1.047,0.9,-0.3,0.0,-0.3
1.146,0.9,-0.2,0.0,-0.3
1.149,0.9,-0.2,0.0,-0.3
1.151,0.9,-0.3,0.0,-0.3
1.154,0.9,-0.3,0.0,-0.3
1.161,0.9,-0.3,0.0,-0.3
1.228,0.9,-0.3,0.0,-0.3
1.23,0.9,-0.3,0.0,-0.3
1.233,0.9,-0.3,0.0,-0.3
1.235,0.9,-0.3,0.0,-0.3
1.238,0.9,-0.3,0.0,-0.3
1.331,0.9,-0.3,0.0,-0.3
1.333,0.9,-0.3,0.0,-0.3
1.336,0.9,-0.3,0.1,-0.3
1.338,0.9,-0.3,0.1,-0.3
