vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
0.55,-1.895,7.901,0.0
-1.43,-1.395,9.541,0.001
-0.547,-1.667,10.007,0.003
-0.554,-1.743,10.191,0.005
1.187,-3.033,8.973,0.097
-1.097,-1.271,9.606,0.099
-0.209,-2.386,9.183,0.1
-0.246,-2.157,9.709,0.102
-0.015,-2.052,9.87,0.219
-0.076,-2.262,9.348,0.22
-0.148,-2.076,9.205,0.222
-0.053,-2.133,9.293,0.224
0.019,-1.81,9.538,0.326
-0.215,-1.952,9.47,0.328
-0.136,-2.062,9.428,0.329
-0.117,-1.971,9.466,0.331
-0.125,-2.048,9.65,0.418
-0.14,-2.1,9.52,0.419
-0.219,-1.99,9.562,0.421
-0.215,-1.952,9.47,0.423
-0.0,-1.9,9.5,0.516
-0.094,-1.843,9.411,0.518
-0.129,-1.986,9.243,0.52
-0.087,-1.767,9.227,0.521
0.042,-1.581,8.984,0.617
0.284,-1.362,8.868,0.619
0.307,-1.133,8.313,0.621
0.277,-0.629,7.654,0.623
0.3,-0.038,6.592,0.717
0.0,-0.069,6.146,0.719
-0.4,-0.408,5.138,0.72
-0.6,-1.1,4.2,0.738
0.424,-7.638,3.444,0.818
0.122,-8.189,4.222,0.819
0.053,-6.873,5.333,0.821
-0.04,-7.72,4.8,0.823
2.307,-9.474,2.364,0.929
2.871,-11.016,1.276,0.931
2.473,-11.408,0.522,0.932
1.899,-11.104,-0.023,0.934
3.047,-9.349,-2.168,0.993
3.455,-9.885,-2.887,1.0
3.087,-10.062,-3.617,1.002
2.413,-9.538,-3.583,1.004
4.034,-6.829,-6.785,1.115
3.869,-7.53,-6.581,1.121
3.611,-8.048,-6.51,1.136
3.259,-8.768,-6.427,1.197
2.834,-10.029,-6.885,1.2
2.742,-10.618,-6.729,1.202
2.877,-11.019,-6.625,1.204
2.848,-11.335,-6.361,1.205
-0.244,-13.185,-8.216,1.317
-0.368,-13.211,-8.032,1.319
0.066,-12.122,-7.426,1.321
1.18,-11.396,-5.52,1.419
0.749,-10.01,-5.251,1.422
0.727,-8.625,-4.873,1.424
0.39,-7.798,-4.51,1.425
0.071,-7.394,-4.129,1.427
-1.552,-6.388,-5.215,1.519
-1.474,-6.843,-4.671,1.529
-1.729,-7.132,-5.06,1.536
-1.69,-7.147,-6.566,1.537
-0.443,-4.114,-7.129,1.619
-0.714,-3.331,-6.823,1.621
0.186,-3.471,-6.843,1.622
0.605,-4.13,-6.879,1.624
0.831,-2.337,-7.129,1.719
1.526,-2.642,-7.974,1.724
1.681,-3.374,-8.399,1.726
1.724,-3.295,-8.096,1.727
1.942,-3.547,-8.358,1.819
1.856,-3.705,-8.964,1.821
1.838,-3.653,-9.602,1.822
1.467,-3.716,-10.193,1.824
0.912,-4.69,-10.351,1.913
0.478,-4.402,-10.09,1.915
0.186,-4.529,-10.857,1.917
0.324,-5.28,-12.402,1.918
1.161,-4.649,-12.355,2.017
0.718,-4.435,-12.027,2.025
0.49,-4.192,-11.641,2.027
0.794,-3.655,-10.424,2.121
1.424,-2.28,-8.402,2.127
1.051,-3.141,-8.496,2.129
0.545,-4.296,-9.52,2.13
0.392,-5.073,-10.833,2.132
2.279,-9.047,-9.356,2.22
1.885,-8.586,-8.692,2.221
1.831,-8.329,-7.516,2.227
1.614,-8.027,-6.801,2.229
-1.726,-8.432,-4.356,2.318
-1.866,-7.997,-4.642,2.32
-1.841,-7.665,-4.885,2.321
-1.75,-7.354,-5.438,2.323
-0.731,-7.378,-4.438,2.419
-0.716,-6.989,-4.269,2.42
-0.898,-6.744,-4.104,2.422
-0.871,-6.578,-3.958,2.427
-1.588,-6.48,-4.316,2.519
-1.34,-7.1,-4.38,2.521
-1.784,-7.74,-4.588,2.522
-2.5,-8.5,-5.0,2.524
-3.912,-11.12,-6.184,2.599
-1.86,-9.5,-5.02,2.6
-0.036,-8.86,-4.152,2.602
0.544,-9.46,-3.592,2.612
-0.9,-8.2,-4.2,2.721
-2.42,-9.078,-5.105,2.723
-2.316,-10.042,-7.244,2.819
-1.833,-10.833,-7.067,2.824
0.424,-8.862,-5.544,2.828
0.664,-8.182,-5.644,2.829
0.627,-7.613,-5.767,2.831
0.36,-6.98,-5.6,2.833
1.243,-4.426,-7.091,2.919
1.276,-4.972,-7.265,2.925
1.133,-5.087,-7.393,2.927
1.448,-4.755,-7.57,2.929
2.598,-3.818,-8.008,3.018
2.002,-3.782,-7.892,3.02
1.667,-3.194,-8.331,3.039
2.012,-2.511,-9.528,3.118
1.726,-2.742,-11.374,3.125
1.306,-2.642,-11.934,3.126
1.167,-2.716,-12.093,3.128
-1.102,-0.148,-12.69,3.217
-1.304,-0.495,-16.579,3.22
-0.171,-0.186,-13.557,3.222
-0.727,0.033,-11.753,3.224
-0.822,-1.144,-10.056,3.292
-1.619,-1.137,-9.93,3.296
-2.559,-1.719,-11.715,3.297
-3.026,-1.752,-12.281,3.299
-1.48,-3.816,-11.618,3.416
-1.098,-3.682,-9.792,3.419
-0.888,-4.39,-9.351,3.43
-0.886,-5.789,-8.337,3.518
-0.986,-6.109,-8.097,3.52
-1.457,-6.586,-8.471,3.523
-1.476,-6.648,-8.395,3.525
-0.812,-8.048,-6.872,3.53
-2.832,-8.385,-5.108,3.617
-2.562,-7.761,-4.641,3.62
-2.64,-7.056,-4.51,3.625
