gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.0,-0.0,0.1,0.0
0.002,0.1,0.2,-0.0
0.003,-0.1,0.3,-0.0
0.011,-0.3,0.4,0.1
0.101,-0.2,0.2,0.3
0.103,-0.1,-0.1,0.2
0.104,0.1,-0.2,0.0
0.106,0.0,-0.0,0.1
0.206,0.0,-0.0,0.1
0.208,0.0,-0.0,0.1
0.209,0.0,0.0,0.1
0.211,0.0,-0.0,0.0
0.327,0.0,0.0,0.1
0.329,0.0,-0.0,0.1
0.331,0.0,-0.0,0.0
0.333,0.1,-0.1,0.0
0.405,-0.1,-0.6,0.1
0.407,0.1,-0.3,-0.6
0.409,-0.6,-0.5,0.1
0.411,-0.7,-0.0,0.9
0.505,-1.3,-0.2,1.5
0.507,-2.0,-0.1,1.9
0.509,-2.8,0.1,2.3
0.513,-3.5,0.3,2.7
0.605,-4.3,0.4,3.3
0.61,-4.7,0.4,3.6
0.611,-5.4,0.5,3.8
0.613,-5.8,0.9,3.3
0.711,-3.9,0.7,3.7
0.72,-2.0,1.4,5.3
0.722,-1.8,1.4,5.3
0.731,-2.4,1.7,5.4
0.802,-3.6,3.0,5.6
0.803,-4.6,3.0,5.9
0.809,-5.6,2.8,5.7
0.81,-6.3,2.4,5.3
0.906,-5.8,1.0,4.4
0.908,-3.4,0.7,3.8
0.909,1.4,1.3,3.4
0.911,6.3,1.7,2.7
1.008,6.6,2.1,0.9
1.009,4.9,2.0,0.6
1.011,2.6,1.3,0.6
1.013,0.3,0.8,0.6
1.116,-1.2,0.4,0.8
1.118,-1.5,-0.0,0.8
1.132,-1.8,-0.3,0.6
1.134,-2.0,-0.4,0.4
1.205,-1.0,-0.7,-0.2
1.207,-0.3,-0.7,-0.5
1.211,0.2,-0.7,-0.7
1.213,0.4,-0.8,-0.9
1.302,0.2,-1.0,-1.3
1.303,0.0,-1.1,-1.4
1.305,-0.2,-1.2,-1.6
1.306,-0.3,-1.2,-1.8
1.409,-0.5,-1.2,-1.9
1.41,-0.5,-1.2,-2.0
1.412,-0.4,-1.1,-1.9
1.414,-0.2,-1.0,-1.8
1.517,0.4,-0.8,-1.5
1.526,0.6,-0.7,-1.3
1.528,0.8,-0.6,-1.2
1.53,0.9,-0.4,-1.1
1.604,0.8,-0.2,-0.7
1.605,0.7,-0.2,-0.5
1.611,0.5,-0.1,-0.3
1.613,0.2,0.1,-0.1
1.701,-0.0,0.3,0.3
1.703,-0.1,0.5,0.5
1.704,-0.1,0.6,0.7
1.706,-0.1,0.8,0.9
1.803,-0.1,1.0,1.1
1.805,0.0,1.1,1.2
1.807,0.1,1.2,1.3
1.914,0.2,1.3,1.4
1.93,0.1,1.3,1.5
1.931,0.2,1.2,1.4
1.933,0.4,1.0,1.3
2.0,0.4,0.9,1.2
2.009,-0.4,0.8,0.9
2.011,-0.5,0.9,0.9
