accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.0,-0.2,1.9,9.6
0.001,0.0,1.4,10.0
0.003,0.2,1.7,10.3
0.004,0.3,0.4,9.0
0.099,-0.0,1.3,9.4
0.1,-0.2,1.6,9.5
0.102,-0.1,2.0,9.5
0.104,-0.5,2.3,9.6
0.205,-0.4,1.9,9.4
0.206,-0.2,1.5,9.8
0.208,0.2,1.0,10.2
0.21,-0.2,1.5,10.3
0.302,-0.1,1.7,9.5
0.303,-0.0,1.5,9.5
0.305,-0.1,1.4,9.5
0.307,-0.2,1.7,9.5
0.4,-0.4,2.0,8.9
0.401,-0.7,2.0,8.3
0.407,-1.0,2.2,7.9
0.409,-1.0,3.0,7.7
0.499,-1.8,3.9,8.0
0.501,-1.7,0.6,6.9
0.503,-1.4,-0.2,6.9
0.504,-1.9,-0.7,6.5
0.599,-2.8,-3.7,5.5
0.601,-2.3,-6.6,5.1
0.603,-2.2,-7.5,5.0
0.604,-2.5,-7.8,5.2
0.699,-3.1,-6.1,5.7
0.707,-3.3,-6.4,5.3
0.709,-3.6,-7.2,4.9
0.719,-4.3,-7.6,4.5
0.799,-4.6,-6.9,3.4
0.801,-5.3,-7.3,3.3
0.803,-6.0,-7.8,3.8
0.804,-6.8,-8.5,3.9
0.899,-8.0,-8.9,2.8
0.9,-9.0,-9.0,3.6
0.902,-9.2,-9.0,4.0
0.912,-9.3,-8.6,3.8
1.001,-9.1,-7.0,3.3
1.002,-8.6,-6.3,3.3
1.005,-8.6,-6.2,2.9
1.012,-8.4,-6.7,2.6
1.101,-8.1,-6.4,3.0
1.103,-8.0,-6.4,3.4
1.118,-8.0,-6.3,3.7
1.119,-7.9,-6.0,3.5
1.204,-7.9,-5.7,4.0
1.206,-7.8,-3.2,7.6
1.208,-9.8,-0.9,7.0
1.209,-9.2,-7.0,4.5
1.301,-7.5,-7.7,2.5
1.303,-8.5,-5.5,2.7
1.304,-8.1,-5.9,2.1
1.306,-7.8,-5.9,1.9
1.405,-8.3,-5.0,1.6
1.407,-8.3,-4.8,1.8
1.409,-8.1,-4.5,2.1
1.41,-8.0,-4.8,2.3
1.501,-7.9,-5.2,2.3
1.511,-8.1,-5.3,2.4
1.513,-8.3,-5.4,2.5
1.52,-8.2,-5.4,2.8
1.606,-8.7,-5.1,3.2
1.607,-8.7,-5.2,3.4
1.617,-8.8,-5.2,3.5
1.618,-8.7,-4.9,3.5
1.701,-8.1,-4.5,3.3
1.702,-7.9,-4.8,3.5
1.704,-7.7,-4.8,3.7
1.706,-7.8,-4.8,3.5
1.8,-7.9,-5.1,3.4
1.802,-8.0,-5.1,3.6
1.803,-7.7,-4.9,3.9
1.805,-7.2,-4.2,3.7
1.912,-6.5,-3.8,3.4
1.914,-6.7,-4.1,3.6
1.916,-7.4,-4.4,3.7
1.917,-7.9,-4.5,3.9
2.001,-8.6,-4.8,4.1
2.008,-8.2,-4.9,3.8
2.01,-7.5,-4.6,3.7
2.012,-6.9,-4.2,3.9
2.101,-6.5,-3.5,4.1
2.107,-6.7,-3.7,3.9
2.108,-6.8,-4.0,3.8
2.11,-7.1,-4.0,3.8
2.201,-7.4,-3.8,3.9
2.202,-7.4,-4.3,3.8
2.204,-7.2,-4.5,3.9
2.206,-7.3,-4.4,3.8
2.301,-7.8,-4.2,3.5
2.302,-7.9,-4.0,3.4
2.304,-8.3,-3.8,3.1
2.306,-9.7,-4.3,2.8
2.404,-10.7,-5.2,2.9
2.406,-10.8,-5.2,3.1
2.407,-10.4,-4.8,3.2
2.409,-10.0,-4.6,3.2
2.501,-9.5,-4.3,2.7
2.502,-8.8,-4.0,2.3
2.504,-7.7,-3.5,1.9
2.506,-6.9,-2.3,1.5
2.6,-9.4,-2.4,1.6
2.602,-10.7,-3.0,1.7
2.603,-11.0,-3.2,1.9
2.7,-10.3,-3.4,1.9
2.703,-8.9,-2.4,2.3
2.708,-8.6,-2.3,2.3
2.71,-8.7,-2.5,1.9
2.8,-8.9,-2.9,2.0
2.806,-8.5,-3.0,2.0
2.808,-8.3,-2.5,2.3
