vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
1.512,-0.418,-10.212,0.0
-0.759,-0.812,-10.041,0.001
-2.267,-1.933,-10.133,0.003
0.694,0.559,-9.694,0.126
-0.68,-1.196,-10.12,0.129
-0.52,-0.504,-9.78,0.131
0.443,0.269,-9.543,0.133
0.402,0.48,-9.602,0.228
-0.027,-0.425,-9.673,0.231
0.012,-0.618,-9.712,0.233
-0.184,-0.657,-9.716,0.234
-0.204,-0.561,-9.696,0.24
-0.108,-0.522,-9.792,0.328
-0.222,-0.484,-9.578,0.329
-0.22,-0.504,-9.48,0.331
-0.102,-0.58,-9.498,0.336
-0.057,-0.831,-9.243,0.43
0.124,-0.735,-9.024,0.432
0.227,-0.775,-8.727,0.433
0.269,-0.486,-8.569,0.435
0.11,1.605,-8.219,0.531
0.344,1.462,-8.288,0.533
0.476,1.338,-8.452,0.534
0.661,1.39,-8.222,0.539
0.404,1.762,-8.708,0.628
-0.163,2.029,-8.574,0.629
-0.182,2.119,-8.536,0.631
-0.262,2.519,-8.476,0.632
-0.7,4.398,-7.761,0.728
-0.6,4.311,-8.537,0.73
-1.0,5.061,-8.402,0.732
-1.2,5.561,-8.072,0.744
0.578,7.21,-7.498,0.828
0.19,6.759,-7.808,0.829
-0.404,6.984,-7.263,0.831
-0.953,7.988,-5.522,0.835
-0.493,8.896,-3.868,0.928
0.196,8.774,-4.79,0.93
0.544,8.589,-5.611,0.931
0.285,9.296,-3.57,0.937
-0.298,9.609,-1.295,1.032
-0.555,9.581,0.913,1.034
1.042,10.368,2.255,1.036
0.678,9.614,2.846,1.037
3.491,8.374,-0.33,1.128
2.815,8.362,0.328,1.134
2.721,8.598,1.526,1.146
4.925,9.189,1.458,1.148
7.37,13.275,4.143,1.256
11.325,17.189,3.058,1.258
5.27,15.675,1.043,1.263
-0.577,11.543,-1.108,1.265
-1.234,9.355,-0.57,1.33
0.391,7.964,1.457,1.333
2.634,8.145,2.57,1.336
4.289,9.402,2.686,1.401
3.309,10.058,2.371,1.404
1.608,9.481,0.764,1.406
1.551,8.723,0.283,1.526
2.043,8.442,0.419,1.53
2.426,10.134,0.325,1.534
1.86,10.349,0.613,1.546
1.779,9.802,1.174,1.628
2.019,9.753,1.16,1.63
1.292,9.419,1.336,1.637
1.16,9.649,1.113,1.639
1.711,9.872,1.196,1.64
1.987,9.683,0.838,1.642
0.619,9.466,0.343,1.727
0.729,9.395,0.551,1.732
0.636,9.245,0.645,1.734
0.781,9.634,0.557,1.736
0.599,9.907,1.229,1.828
0.478,10.056,1.344,1.829
0.373,10.291,1.191,1.831
0.043,10.196,1.14,1.833
0.097,9.621,0.288,1.937
0.183,9.32,-0.102,1.939
0.149,9.454,-0.135,1.942
0.121,9.752,-0.115,2.028
0.3,9.7,0.4,2.032
0.457,9.704,0.56,2.033
0.495,9.735,0.646,2.035
0.665,9.947,0.725,2.126
0.487,9.692,0.781,2.129
