vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
0.342,9.712,-2.257,0.0
0.63,9.672,-1.947,0.007
0.837,9.721,-2.328,0.009
0.275,9.72,-2.581,0.01
0.641,9.134,-1.931,0.105
0.33,9.672,-2.347,0.107
0.88,9.511,-1.91,0.109
0.823,9.524,-1.467,0.11
0.038,9.799,-2.254,0.182
1.257,9.209,-1.718,0.184
0.467,9.693,-2.375,0.186
0.104,9.913,-2.203,0.188
1.665,8.936,-2.424,0.304
-0.104,9.987,-2.097,0.306
0.885,9.425,-2.313,0.308
0.544,9.269,-2.308,0.31
1.555,8.567,-2.42,0.421
1.584,8.167,-1.837,0.423
1.473,8.367,-0.99,0.425
1.443,8.667,0.127,0.426
3.008,9.038,2.9,0.513
3.415,8.977,3.6,0.515
2.748,9.27,3.843,0.517
2.421,9.376,3.557,0.522
2.434,9.845,1.87,0.578
2.44,10.047,1.402,0.58
2.504,10.368,1.221,0.581
2.6,10.3,1.3,0.594
2.247,9.949,1.934,0.703
2.398,9.566,2.689,0.704
1.877,9.226,3.283,0.706
1.96,9.053,2.398,0.804
2.074,9.591,1.072,0.811
2.402,9.634,0.711,0.813
2.521,9.64,1.206,0.815
2.591,9.464,1.857,0.816
1.909,8.997,3.814,0.877
1.91,8.919,3.605,0.879
1.983,8.906,3.371,0.88
2.014,8.829,3.257,0.887
1.972,8.765,3.376,1.0
1.427,8.608,3.939,1.007
1.471,8.606,4.029,1.009
1.531,8.68,4.002,1.105
1.312,8.818,3.888,1.108
1.329,8.894,3.771,1.11
1.22,8.963,3.714,1.119
1.11,9.031,3.657,1.121
1.674,9.209,3.257,1.208
1.674,9.209,3.257,1.21
1.632,9.145,3.376,1.211
1.705,9.21,3.352,1.213
1.767,9.133,3.333,1.304
1.725,9.07,3.452,1.306
1.663,9.146,3.471,1.308
1.663,9.146,3.471,1.309
1.529,9.157,3.514,1.409
1.498,9.156,3.419,1.41
1.456,9.092,3.538,1.412
1.518,9.016,3.519,1.414
1.227,8.808,4.039,1.504
1.355,8.816,3.978,1.514
1.355,8.816,3.978,1.521
1.416,8.89,3.951,1.523
1.439,8.825,3.827,1.579
1.5,8.9,3.8,1.581
1.524,8.835,3.676,1.583
1.457,8.902,3.71,1.584
1.414,8.904,3.62,1.702
1.39,8.969,3.743,1.707
1.329,8.894,3.771,1.709
1.202,8.886,3.831,1.804
1.288,8.882,4.012,1.807
1.288,8.882,4.012,1.809
1.288,8.882,4.012,1.815
1.288,8.882,4.012,1.817
1.306,8.959,3.894,1.913
1.306,8.959,3.894,1.914
1.367,9.033,3.867,1.916
1.433,8.967,3.833,1.918
1.433,8.967,3.833,2.009
1.433,8.967,3.833,2.011
1.5,8.9,3.8,2.013
1.5,8.9,3.8,2.014
1.543,8.898,3.89,2.103
1.5,8.9,3.8,2.105
1.543,8.898,3.89,2.107
1.543,8.898,3.89,2.108
1.543,8.898,3.89,2.204
1.61,8.831,3.857,2.209
1.61,8.831,3.857,2.211
1.61,8.831,3.857,2.213
1.671,8.906,3.829,2.281
1.627,8.908,3.739,2.283
1.627,8.908,3.739,2.288
1.671,8.906,3.829,2.289
1.671,8.906,3.829,2.402
1.671,8.906,3.829,2.408
1.737,8.839,3.796,2.409
1.737,8.839,3.796,2.504
1.755,8.916,3.678,2.507
1.798,8.914,3.769,2.509
1.804,8.773,3.763,2.51
1.931,8.78,3.702,2.512
2.016,8.79,3.551,2.604
2.076,8.865,3.524,2.606
2.076,8.865,3.524,2.607
2.071,9.006,3.529,2.617
1.961,9.075,3.473,2.712
1.9,9.0,3.5,2.714
1.882,8.924,3.618,2.716
1.931,8.78,3.702,2.802
1.931,8.78,3.702,2.805
2.035,8.853,3.765,2.807
2.035,8.853,3.765,2.809
2.053,8.929,3.647,2.903
1.961,9.075,3.473,2.906
2.004,9.073,3.563,2.908
1.925,8.922,3.708,2.909
1.888,8.782,3.612,2.977
2.059,8.788,3.641,2.986
2.163,8.861,3.704,2.988
2.206,8.859,3.794,2.998
2.206,8.859,3.794,3.099
2.218,9.076,3.682,3.103
2.114,9.004,3.62,3.104
2.241,9.012,3.559,3.204
2.131,9.08,3.502,3.205
2.175,9.078,3.592,3.208
2.241,9.012,3.559,3.21
2.351,8.943,3.616,3.212
2.478,8.951,3.555,3.302
2.527,8.808,3.639,3.305
2.504,8.873,3.763,3.307
2.588,8.882,3.612,3.308
2.606,8.959,3.494,3.401
2.673,8.892,3.461,3.405
2.759,8.888,3.641,3.414
2.886,8.896,3.58,3.421
1.205,9.124,3.736,3.501
1.447,9.098,3.762,3.508
1.047,9.043,4.194,3.51
1.128,8.998,4.155,3.512
1.0,8.9,4.0,3.601
1.121,9.083,4.043,3.612
1.323,9.221,4.047,3.613
1.449,9.181,4.098,3.615
1.536,9.051,4.172,3.676
1.919,8.845,4.438,3.68
1.798,8.662,4.396,3.681
2.03,8.836,4.16,3.683
2.023,8.921,4.047,3.801
2.557,8.934,4.115,3.812
2.615,8.268,4.23,3.821
2.256,8.174,4.369,3.903
2.505,8.158,4.563,3.905
3.219,8.268,4.427,3.911
3.161,8.132,4.233,3.913
2.899,7.868,4.187,3.915
2.658,7.437,3.895,4.002
3.361,7.732,3.633,4.009
3.317,7.805,3.902,4.01
3.086,7.189,3.736,4.012
1.756,7.229,3.731,4.102
2.022,8.016,3.724,4.105
1.967,7.187,4.193,4.107
1.389,5.902,3.518,4.109
-0.605,5.324,3.719,4.202
-2.486,4.569,2.623,4.214
-4.643,2.874,2.191,4.215
-4.443,1.994,1.031,4.217
-2.554,2.362,-1.015,4.305
-3.815,2.746,3.938,4.308
-1.846,2.238,2.315,4.31
-2.198,1.563,-1.461,4.377
0.212,1.48,-0.967,4.378
-2.006,1.362,-8.721,4.386
1.223,11.651,-16.517,4.388
9.313,24.14,-31.951,4.509
11.894,30.083,-25.392,4.511
-5.923,23.532,-3.07,4.514
-8.38,12.308,6.144,4.603
-6.4,-4.56,-1.58,4.605
-12.44,-19.476,-2.768,4.614
5.36,-3.196,-4.228,4.625
5.46,-0.456,-1.908,4.63
1.315,-2.179,-0.252,4.71
0.055,-0.564,0.755,4.711
0.639,1.615,0.206,4.714
1.284,1.637,0.362,4.716
0.992,1.469,-0.277,4.799
0.308,1.331,-0.323,4.801
-0.038,0.246,-1.685,4.804
-0.523,-0.092,-1.931,4.904
-1.138,-0.354,-3.285,4.905
-1.377,2.692,-11.269,4.907
11.992,13.569,-35.077,4.916
8.762,13.446,-36.185,4.918
14.514,11.071,-19.357,5.005
8.276,4.535,-4.359,5.007
-6.173,1.704,1.222,5.011
-9.59,0.794,2.016,5.013
-9.525,-0.418,-7.822,5.076
-7.705,1.482,-10.062,5.078
-4.576,-1.155,-2.965,5.081
-3.089,-0.546,-1.902,5.083
-3.359,-0.506,-1.494,5.202
-3.298,-1.443,-0.49,5.204
4.019,4.597,-3.884,5.208
10.766,14.06,-15.503,5.303
12.219,17.686,-17.516,5.304
7.178,16.284,-16.247,5.306
1.026,7.158,-7.434,5.314
-3.772,6.678,-0.425,5.324
-14.841,11.735,-6.376,5.402
-12.945,14.408,-6.853,5.404
3.998,5.837,22.561,5.407
9.057,8.071,7.686,5.408
8.636,5.519,2.679,5.526
7.143,5.487,-0.119,5.528
2.67,7.249,-6.977,5.535
-0.811,8.153,-8.07,5.537
1.654,9.292,-8.289,5.602
-0.989,7.978,0.929,5.604
4.053,11.494,7.675,5.607
3.572,11.455,5.827,5.609
3.65,12.099,4.868,5.611
2.709,13.491,0.127,5.7
-0.733,11.493,-3.318,5.711
-1.489,8.969,-3.827,5.713
-0.585,7.454,-3.638,5.805
-0.2,6.8,-3.3,5.807
1.246,6.462,-1.815,5.812
1.831,7.308,-1.377,5.814
1.915,8.754,-1.338,5.902
2.323,10.431,-0.808,5.903
2.385,12.346,1.138,5.907
2.315,12.154,1.762,5.908
3.867,11.167,0.833,6.0
3.186,10.511,0.437,6.002
2.757,9.534,-0.189,6.005
1.72,9.46,-0.5,6.104
2.013,9.047,-0.382,6.11
2.355,8.745,-0.336,6.111
2.504,8.656,-0.509,6.123
2.123,8.931,0.392,6.201
2.038,9.385,0.154,6.203
1.746,9.762,-0.115,6.205
1.385,10.446,-0.362,6.208
1.254,10.638,-0.285,6.301
1.215,10.554,-0.138,6.303
1.3,10.4,0.0,6.304
1.477,9.969,0.208,6.308
1.515,9.754,0.162,6.401
1.469,9.392,0.077,6.403
1.546,9.262,-0.115,6.405
1.615,9.254,-0.238,6.408
1.7,9.4,-0.2,6.482
1.777,9.669,-0.092,6.484
1.669,9.892,0.077,6.494
1.708,10.077,0.331,6.497
1.677,10.169,0.308,6.599
0.563,10.173,0.069,6.602
0.447,10.106,0.025,6.604
0.44,10.019,0.174,6.702
0.601,9.998,0.236,6.704
0.568,9.964,0.148,6.706
0.579,9.842,0.077,6.707
0.64,9.719,-0.126,6.711
0.607,9.685,-0.214,6.802
0.447,9.706,-0.275,6.804
0.392,9.917,-0.222,6.805
0.297,10.006,-0.107,6.813
0.33,10.039,-0.019,6.9
0.447,10.106,0.025,6.91
0.607,10.085,0.086,6.912
0.618,9.963,0.016,6.915
0.552,9.895,-0.161,7.001
0.486,9.828,-0.337,7.003
0.486,9.828,-0.337,7.004
0.502,9.896,-0.028,7.011
0.568,9.964,0.148,7.101
0.568,9.964,0.148,7.103
0.524,10.052,0.13,7.104
0.458,9.984,-0.046,7.108
0.458,9.984,-0.046,7.176
0.458,9.984,-0.046,7.179
0.458,9.984,-0.046,7.181
0.469,9.862,-0.117,7.184
0.469,9.862,-0.117,7.299
0.469,9.862,-0.117,7.301
0.469,9.862,-0.117,7.302
0.385,9.829,-0.072,7.405
0.418,9.863,0.016,7.407
0.451,9.897,0.104,7.408
0.451,9.897,0.104,7.413
0.425,9.95,-0.134,7.417
0.469,9.862,-0.117,7.501
0.469,9.862,-0.117,7.503
0.502,9.896,-0.028,7.505
0.502,9.896,-0.028,7.508
0.469,9.862,-0.117,7.604
0.436,9.828,-0.205,7.61
0.469,9.862,-0.117,7.612
0.502,9.896,-0.028,7.623
0.502,9.896,-0.028,7.701
0.502,9.896,-0.028,7.703
0.385,9.829,-0.072,7.704
0.469,9.862,-0.117,7.707
0.469,9.862,-0.117,7.8
0.502,9.896,-0.028,7.802
0.502,9.896,-0.028,7.803
0.502,9.896,-0.028,7.878
0.546,9.808,-0.011,7.879
0.469,9.862,-0.117,7.881
0.502,9.896,-0.028,7.883
0.502,9.896,-0.028,8.0
0.418,9.863,0.016,8.002
0.385,9.829,-0.072,8.007
0.469,9.862,-0.117,8.009
0.502,9.896,-0.028,8.104
0.502,9.896,-0.028,8.105
0.418,9.863,0.016,8.107
0.418,9.863,0.016,8.109
0.352,9.795,-0.161,8.205
0.469,9.862,-0.117,8.206
0.546,9.808,-0.011,8.208
0.535,9.93,0.06,8.21
0.469,9.862,-0.117,8.301
0.436,9.828,-0.205,8.303
0.436,9.828,-0.205,8.305
0.385,9.829,-0.072,8.306
0.44,10.019,0.174,8.401
0.396,10.107,0.157,8.402
0.324,9.952,0.13,8.404
0.324,9.952,0.13,8.414
0.313,10.074,0.201,8.501
0.291,9.918,0.042,8.503
0.33,9.639,-0.319,8.513
0.53,9.339,-0.619,8.515
1.669,9.292,-1.023,8.601
1.531,9.508,-1.277,8.602
1.562,9.815,-0.954,8.604
1.408,10.077,-0.569,8.609
0.44,10.019,0.174,8.701
0.606,9.789,0.315,8.702
0.572,9.755,0.227,8.704
0.546,9.808,-0.011,8.706
0.552,9.895,-0.161,8.801
0.669,9.962,-0.117,8.803
0.702,9.996,-0.028,8.812
0.651,9.997,0.104,8.814
0.612,9.876,0.165,8.901
0.451,9.897,0.104,8.903
0.535,9.93,0.06,8.904
0.568,9.964,0.148,8.906
0.629,9.841,-0.055,9.001
0.629,9.841,-0.055,9.002
0.706,9.787,0.05,9.004
0.739,9.821,0.139,9.006
0.728,9.943,0.209,9.101
0.806,9.889,0.315,9.107
0.739,9.821,0.139,9.109
0.746,9.908,-0.011,9.111
0.502,9.896,-0.028,9.205
0.484,9.931,0.192,9.214
0.409,9.882,-0.442,9.216
0.176,9.748,-0.53,9.218
1.223,9.531,-1.208,9.303
1.269,9.492,-1.423,9.305
1.285,9.546,-1.662,9.307
1.238,9.485,-1.846,9.308
1.254,9.638,-1.685,9.402
1.3,9.7,-1.5,9.404
1.377,9.669,-1.292,9.406
1.469,9.692,-1.323,9.407
1.338,9.885,-1.246,9.506
1.415,9.954,-0.638,9.508
1.746,9.962,-0.615,9.51
1.285,9.746,-0.862,9.511
1.846,9.962,-0.315,9.59
1.669,9.792,-0.323,9.595
1.577,9.969,-0.792,9.597
1.438,9.885,-0.946,9.598
1.431,9.808,-0.377,9.7
1.631,9.708,-1.477,9.702
1.077,9.469,-1.692,9.704
0.915,9.254,-2.338,9.801
0.608,8.877,-2.569,9.805
0.815,9.754,-1.938,9.806
1.915,10.254,-0.538,9.808
1.6,10.1,-0.3,9.813
0.377,9.269,-1.992,9.902
1.423,9.631,-1.508,9.908
1.392,9.823,-1.131,9.909
1.038,9.785,-1.246,9.911
0.846,9.862,-1.115,9.977
0.738,9.885,-1.746,9.978
0.777,9.669,-1.792,9.98
-0.131,8.992,-1.123,9.985
1.077,9.769,-1.792,10.105
0.531,9.508,-1.677,10.107
2.115,10.454,-0.438,10.109
1.4,9.8,-2.1,10.202
0.692,9.423,-2.231,10.205
0.415,8.954,-2.438,10.207
0.115,9.154,-2.538,10.209
1.8,9.7,-2.6,10.21
