vertical_Accel_x,vertical_Accel_y,vertical_Accel_z,accel_time_list
2.206,1.32,-9.495,0.0
3.102,-0.027,-9.765,0.001
2.495,0.517,-9.487,0.003
2.702,0.173,-10.165,0.004
1.928,0.401,-9.277,0.102
2.253,0.128,-9.689,0.104
1.716,0.624,-9.204,0.105
2.093,0.306,-9.739,0.107
2.1,0.1,-9.5,0.114
2.191,0.133,-9.474,0.115
2.18,0.093,-9.383,0.2
2.088,0.223,-9.227,0.201
2.15,0.382,-9.259,0.205
2.464,0.069,-9.58,0.206
2.413,0.114,-9.456,0.299
2.261,-0.078,-9.45,0.301
2.293,0.206,-9.539,0.321
1.218,-0.766,-9.551,0.4
3.206,1.357,-9.578,0.405
2.334,-0.042,-9.755,0.406
2.588,0.223,-9.827,0.41
2.344,0.161,-9.663,0.5
2.354,0.365,-9.572,0.501
2.222,0.581,-9.382,0.507
2.343,0.325,-9.481,0.511
2.413,0.114,-9.456,0.599
2.332,0.284,-9.39,0.605
2.332,0.284,-9.39,0.607
2.361,0.159,-9.332,0.61
2.321,0.244,-9.299,0.707
2.23,0.211,-9.325,0.709
2.089,0.06,-9.409,0.719
2.232,-0.116,-9.69,0.722
2.272,-0.201,-9.723,0.8
2.294,0.043,-9.722,0.802
2.383,0.239,-9.514,0.804
2.323,-0.083,-9.664,0.811
2.301,-0.163,-9.483,0.9
2.311,0.04,-9.391,0.901
2.261,-0.078,-9.45,0.903
2.089,0.06,-9.409,0.906
2.1,0.1,-9.5,1.001
2.213,0.214,-9.656,1.003
2.293,0.206,-9.539,1.005
2.22,0.007,-9.417,1.008
2.028,-0.099,-9.377,1.1
1.987,-0.014,-9.344,1.11
2.191,0.133,-9.474,1.117
2.442,-0.012,-9.398,1.12
2.554,0.265,-9.372,1.201
2.383,0.239,-9.514,1.203
1.97,-0.011,-9.675,1.205
1.861,0.122,-9.85,1.208
1.911,0.24,-9.791,1.299
1.98,0.193,-9.583,1.307
1.878,0.119,-9.518,1.309
1.98,0.193,-9.583,1.312
1.969,0.152,-9.493,1.399
2.161,0.259,-9.532,1.401
2.111,0.14,-9.591,1.403
2.052,0.392,-9.706,1.406
1.9,0.2,-9.7,1.499
1.95,0.318,-9.641,1.501
2.052,0.392,-9.706,1.503
1.899,0.363,-9.517,1.506
1.939,0.278,-9.55,1.599
2.082,0.266,-9.649,1.601
2.019,0.271,-9.434,1.603
2.161,0.259,-9.532,1.606
1.968,0.316,-9.31,1.701
2.172,0.299,-9.623,1.703
2.06,0.185,-9.467,1.709
2.111,0.14,-9.591,1.713
2.161,0.259,-9.532,1.8
2.008,0.23,-9.343,1.806
1.917,0.197,-9.369,1.808
2.122,0.181,-9.682,1.819
2.23,0.211,-9.325,1.899
2.274,0.372,-9.688,1.902
