orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.129,0.7,0.1,0.1,0.7
0.335,0.6,0.0,-0.1,0.8
0.52,0.3,-0.1,-0.4,0.8
0.803,-0.1,-0.3,-0.6,0.8
1.007,-0.3,-0.4,-0.5,0.7
1.21,-0.3,-0.5,-0.5,0.7
1.406,-0.3,-0.4,-0.5,0.7
1.602,-0.3,-0.4,-0.5,0.7
1.805,-0.0,-0.2,-0.5,0.9
2.007,0.4,0.1,-0.4,0.8
2.225,0.5,0.2,-0.4,0.7
2.404,0.6,0.1,-0.4,0.7
2.639,0.6,0.1,-0.3,0.7
2.806,0.5,0.1,-0.4,0.7
3.03,0.5,0.1,-0.4,0.7
3.213,0.6,0.1,-0.4,0.7
3.428,0.5,0.1,-0.4,0.7
3.608,0.5,0.1,-0.4,0.7
3.827,0.6,0.1,-0.3,0.7
4.005,0.5,0.1,-0.4,0.7
4.24,0.5,0.1,-0.4,0.7
4.395,0.6,0.1,-0.4,0.7
4.694,0.5,0.1,-0.5,0.7
4.815,0.6,0.1,-0.4,0.7
5.02,0.6,0.0,-0.4,0.7
5.221,0.5,0.1,-0.5,0.7
5.438,0.6,0.1,-0.4,0.7
5.631,0.6,0.0,-0.4,0.7
5.814,0.5,0.1,-0.5,0.7
6.014,0.6,0.0,-0.4,0.7
6.221,0.5,0.0,-0.5,0.7
6.428,0.3,0.0,-0.4,0.8
6.613,0.0,-0.2,-0.4,0.9
6.818,-0.2,-0.4,-0.5,0.8
7.022,-0.3,-0.5,-0.4,0.7
7.236,-0.3,-0.5,-0.4,0.7
7.425,-0.2,-0.5,-0.4,0.8
7.657,-0.2,-0.3,-0.6,0.7
7.818,0.1,-0.2,-0.4,0.9
8.074,0.4,0.0,0.1,0.9
8.223,0.6,0.0,0.1,0.8
8.472,0.6,0.0,0.1,0.8
8.626,0.6,0.0,0.1,0.8
8.86,0.6,0.0,0.2,0.8
