orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.219,0.7,0.0,0.2,0.7
0.411,0.7,0.0,0.2,0.7
0.622,0.6,-0.1,0.1,0.8
0.823,0.3,-0.4,0.0,0.9
1.01,0.3,-0.3,0.1,0.9
1.215,0.3,-0.4,0.0,0.9
1.411,0.3,-0.4,0.0,0.9
1.613,0.3,-0.4,0.0,0.9
1.81,0.3,-0.4,0.0,0.9
2.013,0.3,-0.4,0.0,0.9
2.234,0.3,-0.4,0.0,0.9
2.413,0.3,-0.4,0.0,0.9
2.635,0.3,-0.4,0.0,0.9
2.813,0.3,-0.4,0.0,0.9
3.037,0.3,-0.4,0.0,0.9
3.215,0.3,-0.4,0.0,0.9
3.43,0.3,-0.4,0.0,0.9
3.618,0.3,-0.4,0.0,0.9
3.838,0.3,-0.4,0.0,0.9
4.017,0.3,-0.4,0.0,0.9
4.247,0.3,-0.4,0.0,0.9
4.419,0.3,-0.4,0.0,0.9
4.638,0.3,-0.4,-0.0,0.9
4.817,0.3,-0.4,-0.0,0.9
5.013,0.3,-0.4,-0.0,0.9
5.216,0.2,-0.5,-0.1,0.8
5.419,0.2,-0.6,-0.1,0.8
5.625,0.2,-0.6,-0.2,0.7
5.832,0.1,-0.7,-0.2,0.6
6.043,0.1,-0.7,-0.4,0.6
6.263,0.1,-0.8,-0.4,0.5
6.414,0.3,-0.9,-0.2,0.3
6.632,-0.0,-1.0,-0.1,0.1
6.819,-0.2,-1.0,-0.1,0.1
7.045,-0.2,-1.0,-0.1,0.1
7.241,-0.2,-1.0,-0.1,0.1
7.439,-0.2,-1.0,-0.1,0.1
7.649,-0.2,-1.0,-0.1,0.1
7.821,-0.2,-1.0,-0.1,0.1
8.116,-0.2,-1.0,-0.1,0.1
8.234,-0.2,-1.0,-0.1,0.1
8.447,-0.2,-1.0,-0.1,0.1
8.714,-0.2,-1.0,-0.1,0.1
8.912,-0.2,-1.0,-0.1,0.1
9.107,-0.2,-1.0,-0.1,0.1
9.306,-0.2,-1.0,-0.1,0.1
9.508,-0.2,-1.0,-0.1,0.1
9.7,-0.2,-1.0,-0.1,0.1
9.93,-0.2,-1.0,-0.1,0.1
10.112,-0.2,-1.0,-0.1,0.1
10.334,-0.2,-1.0,-0.1,0.1
10.51,-0.2,-1.0,-0.1,0.1
10.737,-0.2,-1.0,-0.1,0.1
10.908,-0.2,-1.0,-0.1,0.1
11.136,-0.2,-1.0,-0.1,0.1
11.315,-0.2,-1.0,-0.1,0.1
11.53,-0.2,-1.0,-0.1,0.1
11.715,-0.2,-1.0,-0.1,0.1
11.957,-0.2,-1.0,-0.1,0.1
12.112,-0.1,-1.0,-0.1,0.2
12.336,-0.7,-0.2,0.1,0.6
12.516,0.3,-0.1,0.1,1.0
12.714,0.6,0.2,0.2,0.7
12.916,0.6,0.2,0.2,0.7
13.111,0.6,0.2,0.2,0.7
13.321,0.6,0.2,0.2,0.7
13.507,0.6,0.2,0.2,0.7
13.698,0.6,0.2,0.2,0.7
