accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.106,-2.4,1.8,9.2
0.316,-3.3,1.8,8.4
0.509,-5.4,-0.1,8.2
0.717,-6.7,-4.3,6.5
0.91,-6.0,-5.4,2.8
1.2,-11.0,-3.6,1.7
1.4,-9.9,-3.1,2.3
1.614,-9.6,-1.8,1.6
1.799,-9.1,-2.1,1.3
1.999,-9.5,-2.0,1.9
2.204,-9.7,-2.1,2.0
2.399,-9.6,-1.9,1.7
2.6,-9.4,-1.3,2.0
2.801,-8.9,-1.1,2.3
3.026,-8.8,-1.4,2.7
3.2,-8.7,-1.9,2.5
3.402,-10.8,-1.8,1.9
3.602,-10.4,-2.4,0.7
3.828,-7.9,-2.1,0.7
4.023,-10.3,-2.3,1.2
4.199,-8.7,-1.2,1.7
4.427,-8.5,-1.2,2.4
4.631,-8.3,-1.4,2.1
4.805,-10.5,-2.7,1.7
5.002,-10.0,-2.4,0.2
5.228,-9.0,-2.2,-0.1
5.402,-11.1,-2.2,0.9
5.628,-6.5,-1.0,2.1
5.827,-9.0,-1.1,2.6
6.025,-7.9,-1.8,2.1
6.229,-12.9,-2.7,1.2
6.424,-11.5,-2.3,0.3
6.63,-7.8,-1.5,0.5
6.832,-10.6,-1.0,1.2
7.026,-10.2,-1.8,1.7
7.226,-7.7,-1.4,2.7
7.426,-10.6,-1.7,1.6
7.629,-9.5,-0.4,0.0
7.834,-9.4,-1.0,-2.5
8.034,-5.6,-0.2,-2.5
8.232,-4.6,-1.6,0.3
8.437,-13.1,4.1,-0.4
8.632,-19.6,10.1,8.4
8.837,-2.4,-1.0,7.4
9.032,9.6,3.1,-0.6
9.235,12.0,-0.9,-2.2
9.431,0.2,-8.1,9.4
9.627,4.9,-1.3,8.4
9.833,7.2,0.2,6.8
10.032,9.1,0.6,4.6
10.229,8.9,0.9,4.7
10.43,9.8,1.9,3.2
10.629,9.6,2.4,1.9
10.828,10.0,2.5,1.6
11.029,10.4,3.0,1.9
11.232,6.5,3.9,0.1
11.522,8.1,4.1,0.9
11.722,9.3,3.2,1.2
11.95,1.9,2.5,2.9
12.122,-0.8,20.4,31.3
12.321,7.7,-2.2,4.8
12.521,4.0,-5.8,9.4
12.721,0.5,-3.2,10.3
12.922,1.3,-3.8,9.1
13.121,1.2,-3.4,9.1
13.323,1.2,-3.5,9.1
13.523,1.3,-3.7,9.0
13.723,1.2,-3.5,9.1
13.923,1.2,-3.7,9.1
14.123,1.2,-3.5,9.1
14.327,1.2,-3.6,9.1
14.523,1.3,-3.5,9.0
14.722,1.2,-3.7,9.1
14.924,1.2,-3.6,8.9
15.124,1.2,-3.6,9.1
15.324,1.2,-3.5,9.0
15.528,1.3,-3.7,9.1
15.734,1.2,-3.6,9.1
15.924,1.2,-3.6,9.1
16.135,1.2,-3.4,9.2
16.324,1.2,-3.6,9.1
16.536,1.3,-3.6,9.0
16.73,1.2,-3.6,9.0
16.926,1.3,-3.5,9.1
17.126,1.2,-3.6,9.0
17.333,1.2,-3.6,9.1
17.531,1.1,-3.5,9.1
17.729,1.2,-3.7,9.1
17.951,1.2,-3.6,9.1
18.122,1.2,-3.6,9.0
18.327,1.2,-3.6,9.3
18.529,1.2,-3.8,9.3
18.731,2.0,-4.5,9.7
18.927,3.6,-1.3,9.8
19.127,5.4,3.6,4.1
19.327,5.7,3.3,4.7
19.563,7.1,6.1,3.7
19.82,8.5,4.1,4.2
20.021,8.1,6.9,2.8
20.22,7.4,6.1,3.3
