accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.202,-0.6,4.6,8.7
0.409,-1.7,2.0,6.5
0.602,-3.9,-0.9,7.3
0.84,-15.7,-4.9,3.9
1.002,-9.5,-1.5,3.1
1.202,-9.6,-2.1,3.1
1.406,-8.6,-1.8,2.5
1.602,-8.8,-2.5,3.2
1.806,-9.2,-1.5,3.2
2.033,-9.3,-1.5,2.4
2.203,-11.4,-1.1,3.5
2.407,-8.9,-2.2,4.0
2.603,-13.0,-5.4,2.1
2.806,-7.5,-2.6,0.6
3.008,-8.2,-1.8,5.7
3.203,-10.6,-2.1,2.2
3.404,-11.8,-2.2,3.5
3.604,-12.7,-1.4,3.1
3.804,-11.1,-2.0,1.3
4.004,-7.0,-1.3,2.0
4.212,-10.9,0.9,2.0
4.409,-13.6,-3.5,1.4
4.613,-7.0,-1.8,5.4
4.804,-19.8,1.2,2.1
5.013,-11.9,-2.6,-1.0
5.205,-7.4,2.8,-0.2
5.406,-15.3,-6.0,7.8
5.609,-7.3,-1.7,10.3
5.808,-11.1,-9.9,11.2
6.005,-38.7,11.4,-17.9
6.205,13.9,4.4,23.3
6.405,-10.0,3.5,-24.5
6.605,3.9,-16.1,11.6
6.811,4.3,-7.0,2.1
7.01,1.0,-3.1,12.4
7.207,0.7,-6.8,5.4
7.407,0.8,-7.6,5.3
7.607,1.5,-8.4,5.3
7.812,1.5,-7.9,5.7
8.031,1.6,-7.8,5.8
8.209,1.5,-7.9,5.6
8.5,1.6,-8.0,5.6
8.7,1.5,-7.9,5.7
8.9,1.6,-8.0,5.7
9.104,1.6,-8.0,5.6
9.304,1.6,-7.9,5.6
9.509,1.5,-7.9,5.6
9.698,1.5,-8.0,5.7
9.903,1.5,-8.0,5.6
10.099,1.5,-7.8,5.5
10.306,1.5,-7.9,5.6
10.502,2.3,-14.4,6.9
10.702,4.6,-1.4,4.6
10.914,2.9,7.4,-4.6
11.105,5.6,8.8,-3.4
11.301,4.3,8.5,-2.6
11.514,3.9,7.4,-3.6
11.705,11.6,9.1,3.6
11.915,5.6,6.7,-3.5
12.107,4.5,7.9,-3.3
