accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.006,0.8,0.5,10.8
0.2,-1.6,0.9,9.8
0.3,-0.3,-0.5,9.4
0.4,-0.5,0.0,9.5
0.5,-0.4,-0.5,9.5
0.603,-0.9,-1.8,9.4
0.707,-1.1,-0.8,9.8
0.799,-1.3,-0.9,9.6
0.901,-1.2,-0.7,8.4
1.0,-1.9,0.2,5.3
1.099,-6.4,-4.7,5.3
1.2,-8.6,-4.7,4.9
1.3,-11.1,-4.2,4.4
1.399,-11.2,-4.0,3.4
1.499,-9.6,-4.4,2.6
1.602,-8.5,-3.8,2.4
1.699,-8.5,-4.4,2.7
1.798,-10.1,-4.6,2.7
1.901,-10.7,-4.4,2.7
2.001,-11.5,-3.6,1.9
2.101,-9.3,-1.9,1.8
2.208,-7.4,-2.4,0.9
2.309,-6.9,-2.2,0.9
2.429,-10.8,-2.5,1.8
2.528,-9.5,-2.7,4.0
2.624,-11.5,-2.7,3.5
2.724,-7.1,-3.4,2.7
2.799,-7.9,-4.3,2.8
2.902,-10.1,-4.8,2.4
3.0,-12.5,-6.0,2.6
3.101,-11.3,-3.4,2.0
3.2,-9.3,-2.0,2.4
3.325,-8.4,-2.1,1.4
3.402,-7.7,-2.0,1.8
3.497,-10.3,-3.3,2.1
3.604,-9.5,-1.8,1.3
3.731,-8.0,-2.7,2.7
3.831,-8.8,-3.9,3.3
3.925,-10.1,-5.5,2.4
4.027,-7.5,-5.0,2.4
4.125,-11.3,-3.5,1.8
4.213,-10.3,-1.4,1.4
4.298,-9.9,-1.2,0.2
4.426,-5.2,-2.2,-0.7
4.557,-5.1,-3.5,0.4
4.656,-7.0,-2.2,6.5
4.727,-5.8,-10.7,5.3
4.827,-7.7,-5.2,2.5
4.9,-8.4,0.3,-4.7
5.023,-4.8,-0.5,12.1
5.133,-17.5,0.9,19.2
5.225,8.9,8.6,7.0
5.325,2.6,-0.6,-6.9
5.424,1.0,4.7,-1.1
5.539,3.1,0.4,3.1
5.606,5.7,2.5,3.8
5.725,1.5,9.5,7.5
5.832,-4.9,7.8,7.7
5.931,-5.3,8.9,15.5
6.026,-3.8,0.5,6.8
6.135,-7.3,5.1,12.1
6.226,-5.1,3.8,5.4
6.301,-4.8,6.2,5.9
6.425,-6.4,5.7,5.9
6.537,-6.0,7.0,3.9
6.631,-4.8,7.5,5.1
6.726,-3.7,5.6,6.3
6.834,-4.1,4.8,7.4
6.93,-5.6,5.1,7.3
7.001,-5.6,5.1,6.2
7.125,-5.1,5.8,5.3
7.231,-5.3,6.1,5.7
7.328,-4.9,5.7,6.4
7.428,-4.6,5.4,6.6
7.528,-5.3,5.5,6.3
7.628,-5.3,5.9,5.9
7.706,-5.0,5.7,5.9
7.832,-5.0,5.6,6.3
7.931,-5.0,5.7,6.2
8.039,-5.1,5.5,6.1
8.127,-5.1,5.7,6.0
8.231,-5.1,5.7,6.1
8.327,-5.0,5.7,6.0
8.417,-5.1,5.7,6.2
8.634,-5.1,5.7,6.2
8.644,-5.1,5.8,5.9
8.734,-5.2,5.7,6.1
8.837,-5.1,5.7,6.1
8.932,-5.0,5.8,6.0
9.034,-5.2,5.7,6.0
9.103,-5.1,5.6,6.2
9.324,-5.0,5.7,6.0
9.332,-5.1,5.9,6.4
9.434,-4.9,5.7,5.9
9.531,-5.6,6.7,7.3
9.629,-4.1,6.1,4.9
9.735,-4.8,6.6,5.9
9.808,-4.0,6.4,6.4
10.023,-4.0,7.2,5.4
10.032,-2.4,9.0,5.7
10.132,-3.9,6.7,5.2
10.229,-2.5,7.3,4.2
10.341,-1.4,9.0,3.9
10.502,-2.1,9.0,2.7
10.621,-3.0,9.4,4.0
10.725,-2.5,9.2,3.6
10.822,-1.9,9.2,3.8
10.922,-1.9,8.1,3.1
11.027,-1.7,8.7,3.5
11.126,-1.0,8.5,3.2
11.196,-1.5,8.6,3.4
11.321,-2.0,8.4,3.6
11.427,-1.8,8.7,3.5
11.526,-1.7,9.0,3.8
11.642,-2.0,8.6,3.6
11.722,-1.8,8.8,3.6
11.826,-1.6,8.4,3.8
11.933,-2.1,9.0,3.9
12.031,-2.3,8.8,4.2
12.126,-3.0,9.4,3.7
12.203,-1.6,8.9,4.4
12.297,-1.1,8.3,4.2
12.424,-1.5,8.4,3.9
12.527,-1.7,8.6,3.9
12.643,-1.7,8.9,4.1
12.721,-1.9,8.7,4.0
12.815,-2.1,8.6,4.0
