orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.003,0.1,0.0,0.2,-1.0
0.016,0.1,0.0,0.2,-1.0
0.109,0.1,0.0,0.2,-1.0
0.114,0.1,0.0,0.2,-1.0
0.124,0.1,0.0,0.2,-1.0
0.129,0.1,0.0,0.2,-1.0
0.209,0.1,0.0,0.2,-1.0
0.214,0.1,0.0,0.2,-1.0
0.336,0.1,0.0,0.2,-1.0
0.341,0.1,0.0,0.2,-1.0
0.403,0.1,0.0,0.2,-1.0
0.409,0.1,0.0,0.2,-1.0
0.414,0.1,0.0,0.2,-1.0
0.503,0.1,0.0,0.2,-1.0
0.512,0.1,0.0,0.2,-1.0
0.602,0.1,0.0,0.2,-1.0
0.617,0.1,0.0,0.2,-1.0
0.622,0.1,0.0,0.2,-1.0
0.754,0.1,0.0,0.2,-1.0
0.763,0.1,0.0,0.2,-1.0
0.809,0.1,0.0,0.2,-1.0
0.819,0.1,0.0,0.2,-1.0
0.824,0.1,0.0,0.2,-1.0
0.871,0.1,0.0,0.2,-1.0
0.894,0.1,0.0,0.2,-1.0
1.006,0.1,0.0,0.2,-1.0
1.016,0.1,0.0,0.2,-1.0
1.101,0.1,0.0,0.2,-1.0
1.113,0.1,0.0,0.2,-1.0
1.121,0.1,0.0,0.2,-1.0
1.192,0.1,0.0,0.2,-1.0
1.197,0.1,0.0,0.2,-1.0
1.306,0.1,0.0,0.2,-1.0
1.311,0.1,0.0,0.2,-1.0
1.316,0.1,0.0,0.2,-1.0
1.41,0.1,0.0,0.2,-1.0
1.423,0.1,0.0,0.2,-1.0
1.428,0.1,0.0,0.2,-1.0
1.52,0.1,0.0,0.2,-1.0
1.526,0.1,0.0,0.2,-1.0
1.604,0.1,-0.0,0.2,-1.0
1.608,0.1,-0.0,0.2,-1.0
1.613,0.1,-0.0,0.2,-1.0
1.705,0.1,-0.0,0.2,-1.0
1.724,0.1,-0.0,0.2,-1.0
1.801,0.1,-0.0,0.2,-1.0
1.807,0.1,-0.0,0.2,-1.0
1.819,0.1,-0.0,0.2,-1.0
1.889,0.1,-0.0,0.2,-1.0
2.009,0.1,-0.0,0.2,-1.0
2.014,0.1,0.0,0.2,-1.0
2.019,0.2,0.0,0.2,-1.0
2.098,0.2,0.0,0.2,-1.0
2.103,0.2,0.0,0.2,-1.0
2.112,0.2,0.0,0.3,-1.0
2.231,0.1,0.0,0.3,-0.9
2.519,0.1,0.1,0.2,-1.0
2.63,0.1,0.1,0.2,-1.0
2.639,0.1,0.1,0.2,-1.0
2.711,0.1,0.1,0.2,-1.0
2.72,0.1,0.0,0.2,-1.0
2.725,0.1,0.0,0.2,-1.0
2.8,0.1,0.0,0.2,-1.0
2.809,0.1,0.0,0.2,-1.0
2.252,0.1,0.0,0.3,-0.9
2.301,0.1,-0.0,0.3,-0.9
2.313,0.1,0.0,0.3,-1.0
2.318,0.1,0.1,0.2,-1.0
2.4,0.1,0.1,0.2,-1.0
2.409,0.1,0.1,0.2,-1.0
2.493,0.1,0.1,0.2,-1.0
2.504,0.1,0.1,0.2,-1.0
2.901,0.1,-0.0,0.3,-1.0
2.91,0.1,-0.1,0.3,-1.0
2.915,0.1,-0.1,0.3,-1.0
3.037,0.1,-0.1,0.3,-1.0
3.046,0.0,-0.1,0.3,-1.0
3.1,0.0,-0.1,0.3,-1.0
3.105,0.0,-0.1,0.3,-1.0
3.114,0.0,-0.1,0.3,-1.0
3.201,0.0,-0.1,0.3,-1.0
3.206,0.0,-0.1,0.3,-1.0
3.297,0.0,-0.1,0.3,-1.0
3.302,0.0,-0.1,0.3,-1.0
3.311,0.0,-0.1,0.3,-1.0
3.429,0.0,-0.1,0.3,-1.0
3.434,0.0,-0.1,0.3,-1.0
3.503,0.0,-0.1,0.3,-1.0
3.517,0.0,-0.1,0.3,-1.0
3.6,0.0,-0.1,0.3,-1.0
3.605,0.0,-0.1,0.3,-1.0
3.614,0.0,-0.1,0.3,-1.0
3.71,0.0,-0.1,0.3,-1.0
3.718,0.0,-0.1,0.3,-1.0
3.818,0.0,-0.1,0.3,-1.0
3.823,0.0,-0.1,0.2,-1.0
3.848,0.0,-0.0,0.2,-1.0
3.906,0.0,-0.0,0.2,-1.0
3.913,-0.0,0.0,0.1,-1.0
4.0,-0.0,0.1,0.1,-1.0
4.013,-0.0,0.1,0.1,-1.0
4.019,-0.0,0.1,0.1,-1.0
4.13,0.0,0.1,0.1,-1.0
4.135,0.0,0.1,0.0,-1.0
4.2,0.0,0.1,0.0,-1.0
4.205,0.0,0.1,0.0,-1.0
4.215,0.0,0.2,0.0,-1.0
4.303,0.1,0.2,0.0,-1.0
4.308,0.1,0.2,0.0,-1.0
4.395,0.1,0.2,0.0,-1.0
4.4,0.1,0.2,0.0,-1.0
4.408,0.1,0.2,0.0,-1.0
4.533,0.1,0.2,0.0,-1.0
4.542,0.1,0.2,0.0,-1.0
4.601,0.1,0.2,0.1,-1.0
4.606,0.1,0.2,0.0,-1.0
4.614,0.1,0.2,0.1,-1.0
4.71,0.1,0.2,0.1,-1.0
4.715,0.1,0.2,0.1,-1.0
4.797,0.1,0.2,0.1,-1.0
4.82,0.1,0.2,0.1,-1.0
4.825,0.1,0.2,0.1,-1.0
4.932,0.1,0.2,0.1,-1.0
4.937,0.1,0.2,0.1,-1.0
5.002,0.1,0.2,0.1,-1.0
5.011,0.1,0.2,0.1,-1.0
5.016,0.1,0.2,0.1,-1.0
5.106,0.1,0.2,0.1,-1.0
5.121,0.1,0.2,0.1,-1.0
5.19,0.1,0.2,0.1,-1.0
5.202,0.1,0.2,0.1,-1.0
5.327,0.1,0.2,0.1,-1.0
5.332,0.1,0.2,0.1,-1.0
5.344,0.1,0.2,0.1,-1.0
5.406,0.1,0.2,0.1,-1.0
5.411,0.1,0.2,0.1,-1.0
5.501,0.1,0.2,0.1,-1.0
5.506,0.1,0.2,0.1,-1.0
5.511,0.1,0.2,0.1,-1.0
5.603,0.1,0.1,0.1,-1.0
5.612,0.1,0.1,0.1,-1.0
5.723,0.1,0.1,0.1,-1.0
5.734,0.1,0.1,0.1,-1.0
5.739,0.1,0.1,0.1,-1.0
5.811,0.1,0.1,0.1,-1.0
5.816,0.1,0.1,0.1,-1.0
5.874,0.1,0.0,0.1,-1.0
5.883,0.1,0.0,0.2,-1.0
5.888,0.1,0.0,0.2,-1.0
5.996,0.1,0.0,0.2,-1.0
6.001,0.1,0.1,0.2,-1.0
6.132,0.1,0.1,0.3,-1.0
6.149,0.2,0.1,0.3,-0.9
6.162,0.2,0.1,0.3,-0.9
6.205,0.2,0.2,0.3,-0.9
