accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.101,-0.4,-5.6,8.3
0.109,-0.3,-5.7,8.0
0.207,-0.4,-5.7,8.0
0.32,-0.2,-5.5,8.1
0.41,-0.1,-6.0,8.0
0.51,0.9,-3.5,8.7
0.607,0.6,-7.1,6.9
0.803,-0.2,-6.7,7.2
0.899,-0.6,-6.4,7.1
1.005,-1.3,-5.9,6.2
1.104,-2.5,-5.4,4.6
1.2,-3.1,-4.5,3.6
1.299,-6.1,-7.5,2.7
1.4,-9.5,-10.9,0.7
1.499,-6.7,-9.9,-2.4
1.599,-7.1,-4.0,-0.1
1.699,-9.8,-4.1,-2.4
1.799,-8.9,-2.5,-1.9
1.9,-10.0,-2.3,-1.2
1.999,-9.9,-1.2,-0.7
2.099,-10.0,-0.4,-1.0
2.199,-9.8,-0.9,-1.8
2.298,-9.8,0.1,-1.0
2.401,-11.1,0.7,-0.6
2.508,-10.3,1.1,0.2
2.613,-10.0,2.0,0.1
2.7,-10.3,2.9,-0.3
2.8,-9.9,1.8,0.6
2.901,-9.5,1.4,-0.1
3.003,-9.0,0.9,-0.1
3.101,-8.9,0.7,-0.2
3.2,-9.3,0.6,0.2
3.3,-9.4,0.3,0.4
3.401,-10.0,0.2,0.1
3.504,-9.3,0.2,0.0
3.602,-9.9,0.2,0.6
3.705,-9.8,-0.6,-0.3
3.804,-9.5,-0.1,-0.3
3.9,-9.3,0.3,-0.3
4.005,-9.5,0.6,-0.2
4.102,-9.4,0.7,-0.1
4.21,-9.3,1.3,-0.1
4.302,-9.7,1.9,-0.1
4.404,-9.5,1.9,0.2
4.51,-9.6,1.1,-0.4
4.613,-9.8,2.2,-0.5
4.703,-10.1,1.8,-0.1
4.801,-9.4,-0.4,0.3
4.902,-11.5,-0.8,-1.5
5.006,-9.5,-1.4,-1.3
5.102,-10.0,-4.3,-1.4
5.202,-8.3,-4.9,-0.2
5.302,-8.8,-5.3,-1.2
5.402,-7.8,-5.8,-1.0
5.505,-7.4,-6.3,-0.9
5.606,-7.4,-6.5,-0.7
5.708,-7.3,-6.5,-0.3
5.807,-7.4,-6.3,-0.3
5.905,-7.6,-6.3,-0.5
6.003,-7.7,-6.1,-0.4
6.116,-8.0,-5.9,-0.3
6.204,-7.8,-6.2,-0.4
6.303,-7.7,-5.8,-0.2
6.402,-7.8,-6.0,-0.2
6.519,-8.0,-6.1,0.1
6.603,-7.8,-6.7,0.3
6.728,-8.1,-6.1,1.6
6.804,-8.9,-8.1,0.5
6.916,-5.4,-6.3,3.2
7.006,-4.1,-6.9,3.5
7.103,-2.2,-7.2,4.1
7.204,-2.3,-7.5,4.3
7.308,-1.4,-7.9,4.6
7.407,-2.0,-7.9,5.0
7.493,-2.6,-7.9,5.2
