gyro_time_list,gyro_x_list,gyro_y_list,gyro_z_list
0.002,0.4,-0.3,0.0
0.005,-0.6,-0.1,-0.1
0.098,-0.2,0.2,0.0
0.101,0.1,-0.1,-0.0
0.17,-0.1,0.0,0.0
0.173,0.0,0.0,-0.0
0.176,-0.0,-0.0,0.0
0.293,-0.0,0.0,0.0
0.3,0.0,0.0,-0.0
0.408,-0.0,0.0,-0.0
0.412,-0.0,-0.0,-0.0
0.415,-0.0,0.0,0.0
0.495,-0.0,-0.0,0.0
0.501,-0.1,0.0,0.0
0.604,-0.1,-0.0,0.0
0.608,-0.1,-0.0,0.0
0.611,-0.1,0.0,-0.0
0.707,-0.2,-0.0,-0.0
0.718,-0.3,-0.1,0.0
0.792,-0.3,0.0,0.0
0.799,-0.0,0.0,-0.0
0.802,-0.3,-0.0,0.0
0.898,-0.2,-0.0,0.0
0.905,-0.2,0.0,-0.1
1.005,-1.0,0.1,-0.3
1.008,-1.0,-0.3,-0.3
1.012,-2.2,-1.1,-0.5
1.113,-2.9,-1.8,-0.6
1.128,-3.0,-2.4,-1.1
1.195,-1.9,-2.7,-1.9
1.198,-1.3,-2.7,-2.4
1.202,-0.7,-2.5,-2.8
1.303,-0.6,-2.3,-3.0
1.306,-0.4,-2.0,-2.9
1.379,-0.4,-1.5,-2.6
1.382,-0.4,-1.0,-2.0
1.385,-0.1,-0.4,-1.2
1.507,-0.6,0.0,-0.4
1.602,-0.9,0.6,0.8
1.605,-1.1,0.7,1.7
1.608,-2.4,0.7,3.2
1.699,-1.4,0.8,4.7
1.702,-2.6,1.0,6.5
1.71,-4.6,2.6,9.2
1.796,1.4,-0.7,9.2
1.8,5.0,-4.7,-0.1
1.904,-2.6,1.0,-0.1
1.915,3.9,-0.8,0.4
1.918,-1.7,-1.1,0.4
2.004,0.3,-0.2,0.3
2.007,1.1,-0.4,0.4
2.099,1.8,0.7,0.2
2.103,1.3,0.3,-0.2
2.106,0.7,0.0,-0.2
2.208,0.1,0.1,-0.2
2.212,0.0,-0.1,-0.3
2.27,-0.1,-0.2,-0.1
2.284,0.1,0.1,0.1
2.287,0.3,0.1,0.1
2.397,0.3,0.1,0.1
2.4,-0.1,-0.0,-0.0
2.504,-0.1,-0.1,-0.1
2.507,-0.0,-0.0,-0.0
2.51,0.2,0.1,0.0
2.61,0.3,0.0,0.0
2.613,0.1,0.0,0.0
2.699,-0.1,-0.1,-0.0
2.702,0.1,0.0,-0.0
2.707,0.0,0.0,-0.0
2.8,-0.0,-0.0,-0.0
2.806,-0.0,0.0,0.0
2.895,-0.1,-0.0,-0.0
2.902,0.0,-0.0,-0.0
2.905,0.1,0.0,-0.0
2.984,-0.0,0.0,-0.0
2.987,-0.0,-0.0,-0.0
3.091,0.0,0.0,0.0
3.094,0.0,0.0,-0.0
3.205,0.0,0.0,-0.0
3.209,-0.0,0.0,-0.0
3.212,0.0,0.0,-0.0
3.317,0.0,0.0,0.0
3.32,-0.0,0.0,0.0
3.403,0.0,-0.0,-0.0
3.406,0.0,0.0,0.0
3.418,-0.0,-0.0,0.0
3.5,-0.0,-0.0,0.0
3.504,-0.0,-0.0,0.0
3.595,-0.0,0.0,-0.0
3.601,0.1,0.0,-0.0
3.604,0.0,0.0,-0.0
3.674,-0.1,-0.0,-0.0
3.677,-0.0,0.0,0.0
3.802,0.1,0.0,-0.0
3.806,0.0,0.0,0.0
3.906,-0.0,-0.0,-0.0
3.91,0.0,0.0,-0.0
3.913,0.1,0.0,0.0
4.001,-0.0,0.0,0.0
4.004,-0.1,-0.0,-0.0
4.007,0.0,0.0,0.0
4.098,0.1,0.0,0.0
4.101,0.1,0.0,0.0
4.202,-0.0,0.0,0.0
4.213,-0.0,0.0,0.0
4.224,0.0,0.0,0.0
4.32,0.1,0.0,0.0
4.324,-0.0,0.0,0.0
4.399,-0.0,0.0,0.0
4.402,0.0,0.0,0.0
4.406,0.1,0.0,0.0
4.528,0.0,0.1,0.0
4.535,0.1,0.0,0.0
4.617,0.1,0.1,0.0
4.628,0.0,0.1,0.0
4.638,0.1,0.1,-0.0
4.695,0.1,0.0,-0.0
4.698,0.1,0.1,-0.0
4.794,0.1,0.0,0.0
4.798,0.2,0.0,0.0
4.906,0.3,0.0,-0.0
4.91,0.2,0.0,-0.0
4.921,0.2,0.0,-0.0
5.004,0.4,0.0,-0.0
5.009,0.6,-0.0,-0.1
5.096,0.7,0.0,-0.1
5.099,0.6,-0.0,-0.0
5.109,0.7,-0.0,-0.1
5.203,0.7,0.0,-0.0
5.206,0.9,0.0,-0.0
5.306,1.1,0.1,-0.0
5.315,1.3,0.1,0.0
5.318,1.3,0.1,0.0
5.404,1.5,0.1,0.1
5.409,1.7,0.1,0.0
5.501,2.2,0.2,0.1
5.504,2.6,0.2,0.1
5.507,1.8,0.2,0.1
5.603,0.8,0.3,0.1
