orientation_time_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list
0.004,-0.0,0.1,-0.2,-1.0
0.107,-0.0,0.1,-0.2,-1.0
0.112,-0.0,0.1,-0.2,-1.0
0.117,-0.0,0.1,-0.2,-1.0
0.24,-0.0,0.1,-0.2,-1.0
0.245,-0.0,0.1,-0.2,-1.0
0.411,-0.0,0.1,-0.2,-1.0
0.417,-0.0,0.1,-0.1,-1.0
0.438,0.0,0.1,-0.1,-1.0
0.507,0.2,0.2,0.2,-1.0
0.516,0.2,0.2,0.2,-0.9
0.524,0.3,0.2,0.3,-0.9
0.553,0.2,0.2,0.2,-0.9
0.558,0.2,0.2,0.2,-0.9
0.64,0.3,0.3,0.3,-0.9
0.645,0.3,0.3,0.4,-0.8
0.761,0.4,0.3,0.4,-0.8
0.766,0.4,0.4,0.4,-0.7
0.775,0.5,0.4,0.5,-0.6
0.834,0.5,0.4,0.4,-0.6
0.839,0.5,0.5,0.4,-0.6
0.844,0.5,0.5,0.4,-0.5
0.946,0.5,0.5,0.4,-0.5
0.956,0.6,0.5,0.5,-0.5
1.006,0.6,0.4,0.5,-0.5
1.015,0.6,0.4,0.5,-0.5
1.02,0.6,0.4,0.5,-0.5
1.156,0.6,0.4,0.5,-0.5
1.163,0.6,0.4,0.5,-0.6
1.245,0.5,0.4,0.5,-0.6
1.25,0.5,0.3,0.5,-0.6
1.26,0.5,0.3,0.5,-0.6
1.344,0.5,0.3,0.5,-0.7
1.349,0.5,0.3,0.5,-0.7
1.437,0.5,0.3,0.5,-0.7
1.443,0.4,0.3,0.5,-0.7
1.452,0.4,0.3,0.5,-0.7
1.554,0.4,0.3,0.5,-0.7
1.565,0.4,0.3,0.4,-0.7
1.632,0.4,0.3,0.4,-0.7
1.644,0.4,0.4,0.4,-0.7
1.655,0.5,0.4,0.4,-0.7
1.712,0.5,0.4,0.5,-0.7
1.721,0.5,0.4,0.4,-0.6
1.825,0.5,0.4,0.4,-0.6
1.83,0.5,0.4,0.4,-0.6
1.962,0.5,0.4,0.5,-0.6
1.967,0.5,0.5,0.5,-0.6
1.979,0.5,0.4,0.5,-0.6
2.043,0.5,0.4,0.5,-0.5
2.048,0.5,0.4,0.5,-0.5
2.135,0.5,0.4,0.5,-0.5
2.144,0.5,0.4,0.5,-0.6
2.149,0.5,0.4,0.5,-0.6
2.242,0.5,0.4,0.5,-0.6
2.254,0.5,0.4,0.5,-0.6
2.346,0.5,0.4,0.5,-0.6
2.351,0.5,0.4,0.5,-0.6
2.391,0.5,0.3,0.5,-0.6
2.423,0.5,0.3,0.5,-0.6
2.441,0.5,0.3,0.5,-0.6
2.497,0.5,0.3,0.5,-0.6
2.507,0.5,0.4,0.5,-0.6
2.635,0.5,0.4,0.5,-0.6
2.647,0.5,0.4,0.5,-0.6
2.658,0.5,0.4,0.5,-0.6
2.762,0.5,0.4,0.5,-0.6
2.767,0.5,0.4,0.5,-0.6
2.775,0.5,0.4,0.5,-0.6
2.837,0.5,0.3,0.5,-0.6
2.846,0.5,0.3,0.5,-0.7
2.907,0.4,0.3,0.5,-0.7
2.924,0.4,0.3,0.5,-0.7
2.929,0.4,0.3,0.5,-0.8
3.053,0.4,0.3,0.4,-0.8
3.058,0.4,0.3,0.4,-0.8
3.116,0.4,0.3,0.4,-0.8
3.121,0.4,0.3,0.4,-0.8
3.131,0.4,0.3,0.4,-0.7
3.223,0.4,0.3,0.5,-0.7
3.341,0.5,0.3,0.5,-0.7
3.35,0.5,0.4,0.5,-0.6
3.355,0.5,0.4,0.5,-0.6
3.364,0.5,0.5,0.5,-0.5
3.468,0.5,0.5,0.5,-0.5
3.483,0.6,0.5,0.5,-0.4
3.531,0.6,0.5,0.5,-0.4
3.536,0.6,0.6,0.5,-0.3
3.637,0.6,0.6,0.5,-0.3
3.642,0.6,0.6,0.5,-0.3
3.651,0.6,0.5,0.5,-0.4
3.734,0.6,0.5,0.5,-0.4
3.743,0.6,0.5,0.5,-0.5
3.823,0.5,0.5,0.5,-0.6
3.834,0.5,0.4,0.4,-0.6
3.84,0.5,0.3,0.4,-0.7
3.932,0.5,0.3,0.4,-0.7
3.941,0.4,0.2,0.4,-0.8
4.042,0.4,0.2,0.4,-0.8
4.051,0.4,0.1,0.4,-0.8
4.056,0.4,0.1,0.4,-0.8
4.139,0.4,0.1,0.4,-0.8
4.144,0.4,0.1,0.4,-0.8
4.25,0.4,0.1,0.4,-0.8
4.269,0.4,0.2,0.4,-0.8
4.274,0.4,0.3,0.4,-0.7
4.337,0.5,0.3,0.4,-0.7
4.342,0.5,0.4,0.5,-0.6
4.44,0.6,0.4,0.5,-0.5
4.45,0.6,0.4,0.5,-0.5
4.455,0.6,0.4,0.5,-0.4
4.514,0.6,0.4,0.5,-0.3
4.526,0.6,0.5,0.5,-0.3
4.649,0.6,0.5,0.5,-0.3
4.658,0.6,0.5,0.5,-0.2
4.745,0.6,0.5,0.5,-0.2
4.75,0.6,0.5,0.5,-0.3
4.759,0.6,0.5,0.5,-0.3
4.833,0.6,0.5,0.5,-0.4
